TAXON,SPECIES,SUBSPECIES,DISSECTED.BY.MOUNTAINS,LAT.RANGE,ENV.SHIELDING,GLACIATION,ISLAND.DWELLING,HABITAT.HETEROGENEITY,BODY.SIZE,MEAN.PRECIP,VARIANCE.PRECIP,PREDICTABILITY.PRECIP,MEAN.TEMP,VARIANCE.TEMP,PREDICTABILITY.TEMP,NPP,BREEDING.RANGE.AREA,ENV.HARSHNESS,GEOGRAPHIC.COVERAGE,RAINFALL.UNPREDICTABILITY,RESIDUAL.BODY.SIZE,SOURCE.HIBERNATION.DATA,N.MOST.LAT,S.MOST.LAT,CENTROID
birds,Apalis_chapini,2,TRUE,Tropical,0,0,0,3,8.8,83.96155641,9973.776753,0.585078652,19.50370192,4.052517156,0.744103634,5.94E+11,57822.1756,-0.143461831,-0.358390089,0.991725518,0.750519484,,-5.955942278,-14.67742504,-9.10215259
birds,Apalis_chirindensis,2,FALSE,Tropical,0,0,0,2,8.6,86.71618984,11883.89349,0.535461037,21.10317228,7.971367244,0.655249396,7.23E+11,61830.5561,-0.115512704,-0.263282753,1.59971327,0.537967447,,-16.31120512,-20.78944227,-18.72407158
birds,Apalis_cinerea,4,TRUE,Tropical,0,0,0,2,9.9,102.017814,6923.798127,0.607513541,20.35535769,1.062671964,0.748354951,6.22E+11,406161.9,-0.368632404,-0.314106697,0.308335341,0.87004797,,7.88505439,-14.98461855,-1.017400565
birds,Apalis_flavida,8,TRUE,Mixed,0,0,0,3,8.2,80.30271698,8051.6371,0.619253528,23.25313432,4.986052651,0.70405467,4.88E+11,5766496.245,0.097000872,0.823915724,-0.028798819,1.110408982,,14.19448331,-34.21451189,-5.76508627
birds,Apalis_jacksoni,3,TRUE,Tropical,0,0,0,3,8.7,111.3884779,7817.331493,0.639668919,21.38709156,1.087136658,0.753182692,7.09E+11,497078.5293,-0.414369806,0.180275132,0.016258833,1.101509232,,7.540182731,-10.49611975,-1.4332709
birds,Apalis_karamojae,2,FALSE,Tropical,0,0,0,2,9.2,60.58870031,3703.929273,0.592613541,22.33320336,1.049708855,0.741415836,4.43E+11,22254.7366,-0.189266292,-1.387802389,0.802282861,0.658323277,,4.034569994,-5.224039994,-2.356174216
birds,Apalis_melanocephala,9,TRUE,Tropical,0,0,0,3,8.8,84.03808496,9974.634446,0.51365789,24.14658405,3.915821629,0.727533518,5.57E+11,346804.0905,-0.146744389,0.453098686,1.392061373,0.604345588,,1.447114192,-22.8393163,-8.729226343
birds,Apalis_nigriceps,2,TRUE,Tropical,0,0,0,2,8.4,133.3080506,9909.879321,0.626291077,24.84934388,1.082974893,0.739954532,7.65E+11,829450.7018,-0.717119095,0.30517146,0.129285034,0.994792226,,9.604555373,-4.085084239,4.116752278
birds,Apalis_personata,2,FALSE,Tropical,0,0,0,2,11,108.9342238,4427.292236,0.639075055,19.12985024,0.37349141,0.769001627,7.17E+11,105592.8898,-0.558859133,-0.870069239,0.04497371,0.915333388,,2.701767569,-8.064019986,-2.095243582
birds,Apalis_porphyrolaema,2,FALSE,Tropical,0,0,0,2,8.4,95.78024497,5129.965214,0.564056602,17.84191832,0.754138924,0.748273969,6.18E+11,145405.3357,-0.279895751,-0.690288484,0.818804408,0.81622199,,2.816666147,-5.209682363,-1.415538476
birds,Apalis_ruddi,3,FALSE,Mixed,0,0,0,3,9.7,63.90738237,4709.697422,0.483119126,23.08375986,9.232265045,0.660067967,4.30E+11,158902.2638,0.383411628,-0.011042575,1.734225949,0.440846682,,-16.11011215,-28.95314487,-23.92197299
birds,Apalis_rufogularis,6,TRUE,Tropical,0,0,0,2,8.35,136.5864293,7751.475435,0.68407076,24.37681262,0.828740556,0.763589712,8.26E+11,2817216.567,-0.774241136,0.441597853,-0.709219671,1.282212284,,9.86288748,-11.18449799,0.137313399
birds,Apalis_sharpii,1,FALSE,Tropical,0,0,0,2,8.7,154.3109914,19658.29041,0.611023351,26.02207583,1.285401243,0.729369587,6.76E+11,386327.3518,-0.877069198,0.419708613,0.653473138,0.773367093,,10.51678042,4.73672,7.005573126
birds,Apalis_thoracica,21,TRUE,Mixed,0,0,0,5,11.1,61.8487225,5869.705071,0.543418971,19.4281756,11.19867762,0.659961771,4.22E+11,1231221.514,0.75373632,1.029490446,0.908317432,0.830423011,,-2.619930855,-34.83982788,-21.16453122
birds,Camaroptera_brachyura,15,TRUE,Mixed,0,0,0,2,9.825,89.71810228,7713.098663,0.578779561,25.21055913,3.500650521,0.739576373,2.91E+11,15668063.06,-0.043296872,0.726957764,0.122916396,0.84689734,,19.62791547,-34.21451158,-3.450733641
birds,Camaroptera_chloronota,5,FALSE,Tropical,0,0,0,2,11.4,139.4593349,10071.0567,0.663965124,25.09089091,1.067057545,0.753649111,7.77E+11,2973828.818,-0.759686065,0.60302058,-0.474970565,1.034332042,,13.91248335,-5.663620649,2.605159032
birds,Camaroptera_superciliaris,1,TRUE,Tropical,0,0,0,2,9.7,139.7050699,9257.901348,0.672401951,24.93076558,0.907696598,0.757708275,8.08E+11,3154135.574,-0.787358669,0.578208075,-0.579336817,1.158201099,,9.237698351,-10.31517709,1.569722047
birds,Cisticola_aberdare,8,FALSE,Tropical,0,0,0,1,24,94.56556575,5959.500333,0.516771653,14.65749235,1.0796536,0.722653935,5.84E+11,1272.5708,-0.328978439,-2.254251837,1.93501239,-0.173610204,,-0.14884,-0.76956,-0.437102158
birds,Cisticola_aberrans,6,TRUE,Mixed,0,0,0,3,14.23333333,74.90131635,7924.673343,0.6118046,22.01943322,8.037459856,0.675318648,4.55E+11,2548603.148,0.275986576,0.577763815,0.146697121,0.775355951,,16.40371872,-34.21451066,-10.34525963
birds,Cisticola_anonymus,1,FALSE,Tropical,0,0,0,2,14,139.0657616,8000.608475,0.6876962,24.62334583,0.871434288,0.768075575,8.35E+11,2357389.803,-0.809839122,0.431091883,-0.781511802,1.034079565,,7.78716424,-11.08089229,-0.342909706
birds,Cisticola_aridulus,9,TRUE,Mixed,0,0,0,3,9.25,42.96095703,3817.072063,0.645696041,22.3055535,14.16330667,0.656528948,2.46E+11,4468057.869,0.707950779,0.247704511,-0.291480161,1.08763142,,20.8683096,-32.60167456,-11.38426034
birds,Cisticola_ayresii,6,TRUE,Mixed,0,0,0,3,7,85.67175282,6056.95931,0.635339888,19.66298029,6.623084204,0.709689763,5.74E+11,1259024.575,0.14457574,0.25028334,0.011586174,1.208588719,,4.508217938,-33.50532129,-14.03988553
birds,Cisticola_bodessa,2,TRUE,Tropical,0,0,0,3,17.5,65.1515745,4176.246988,0.541945671,21.54263756,1.695712633,0.702484409,4.34E+11,437584.9224,0.186143089,-0.042341618,0.816820689,0.459371744,,16.24329178,-0.135781778,6.176101438
birds,Cisticola_brachypterus,9,TRUE,Mixed,0,0,0,2,7.866666667,104.5288671,10075.41645,0.655298656,23.75555925,2.772165538,0.71948815,5.99E+11,7453860.818,-0.305858516,0.653353659,-0.394463002,1.191900407,,15.77876495,-24.89120869,-0.798409991
birds,Cisticola_brunnescens,9,FALSE,Mixed,0,0,0,3,8,94.06023113,9587.456138,0.66283016,21.17196573,4.603776684,0.705888145,5.70E+11,1560818.046,-0.028971276,0.430587974,-0.188242708,1.19122356,,15.04336775,-31.13564681,-9.58065987
birds,Cisticola_bulliens,2,TRUE,Tropical,0,0,0,3,15.9,71.85257564,5829.438564,0.719164249,21.65759627,3.065487313,0.808104146,5.68E+11,308366.0563,-0.260694743,-0.368920584,-0.820011901,0.970072142,,-4.639595672,-15.47936028,-10.39786588
birds,Cisticola_cantans,6,TRUE,Tropical,0,0,0,3,11.7,96.58364446,10222.70616,0.649430466,24.66640568,3.481251987,0.696877747,5.14E+11,5670825.685,-0.090038331,0.935059273,-0.293836251,1.00250219,,16.22262747,-20.95944863,5.319746505
birds,Cisticola_carruthersi,1,TRUE,Tropical,0,0,0,2,11.25,102.3312611,3840.487011,0.610843493,20.62699447,0.411201123,0.755779164,7.39E+11,174337.268,-0.513352765,-0.624713451,0.211307182,0.853903204,,2.648651366,-3.260369587,-0.29281705
birds,Cisticola_chiniana,17,TRUE,Mixed,0,0,0,2,16.25,78.04446641,7201.926902,0.65155344,22.34845372,6.076642256,0.715619093,5.17E+11,6716034.86,0.015795806,0.41122625,-0.491688677,0.840843651,,15.64172143,-30.73853261,-11.49587032
birds,Cisticola_chubbi,3,TRUE,Tropical,0,0,0,2,16.1,100.1626336,4391.704014,0.605775749,19.78980392,0.489937742,0.75617477,7.26E+11,250243.7732,-0.455882672,-0.513389877,0.185521196,0.688095361,,2.310689646,-8.157785218,-1.165605733
birds,Cisticola_cinereolus,2,FALSE,Tropical,0,0,0,3,17.1,40.89296364,3062.510413,0.56246905,25.07142264,2.32957817,0.730238816,2.24E+11,614927.101,0.280004377,-0.159968975,0.516527809,0.465359788,,10.54850609,-4.244154289,2.834328963
birds,Cisticola_dambo,2,FALSE,Tropical,0,0,0,1,9,103.8421096,9090.727845,0.760096293,22.61902905,2.101365956,0.737283075,6.49E+11,479777.4774,-0.591539619,-0.751538072,-1.029378824,1.219333077,,-0.931135431,-14.14955475,-9.439540141
birds,Cisticola_erythrops,5,TRUE,Mixed,0,0,0,2,14.8,106.2293937,10673.91914,0.646614502,24.0333728,3.548183355,0.71200331,5.86E+11,6407536.938,-0.277326492,0.689230017,-0.338741479,0.843788396,,17.40762221,-31.44017618,-2.194245506
birds,Cisticola_exilis,12,TRUE,Mixed,0,0,0,4,7.05,131.9620146,13589.46586,0.575191061,22.78814025,15.05218088,0.673546018,4.83E+11,7164711.509,0.197260219,1.656450035,0.62323445,1.067990386,,29.96277627,-39.1389398,-1.019502662
birds,Cisticola_eximius,3,FALSE,Tropical,0,0,0,3,12,106.8182449,13148.41604,0.697967602,26.74004417,3.455898106,0.684415786,4.31E+11,654461.9804,-0.261994305,0.368462938,-0.303838161,0.916870415,,13.19227746,-0.419332789,8.724736647
birds,Cisticola_galactotes,11,TRUE,Mixed,0,0,0,2,13.275,96.61003227,8023.369343,0.660896289,24.26361048,3.597093943,0.713806059,5.68E+11,7239574.442,-0.20587724,0.572401852,-0.556130453,0.959214679,,16.87214307,-31.63797378,-0.218053565
birds,Cisticola_haesitatus,1,FALSE,Tropical,0,0,1,1,7,20.13057148,63.52893687,0.94142858,26.04525994,5.840893627,0.794467543,91731337216,764.2706,-0.087014738,-4.048345042,-2.154171057,1.392736185,,12.71448,12.3004,12.49578245
birds,Cisticola_hunteri,1,TRUE,Tropical,0,0,0,2,15.5,80.98548892,4936.449935,0.517415951,18.45456478,1.125975033,0.729311929,5.90E+11,133032.1716,-0.123582934,-0.602514978,1.21038423,0.374724042,,1.755347598,-4.482419867,-0.93471308
birds,Cisticola_juncidis,17,TRUE,Mixed,0,0,0,6,6.85,97.06089788,9354.351214,0.586317165,18.72901632,47.42638487,0.624965592,3.14E+11,18017373.66,1.055864188,2.181986783,0.403004562,1.317932801,,48.6811585,-34.83982858,19.62258069
birds,Cisticola_lais,7,TRUE,Mixed,0,0,0,3,14.925,68.20339964,5784.069349,0.553254436,17.9849231,11.3452481,0.673442746,4.61E+11,882048.729,0.49747525,0.207276962,0.792726725,0.583059398,,3.133212634,-34.38620344,-20.56116245
birds,Cisticola_lateralis,3,FALSE,Tropical,0,0,0,2,16.9,126.5224912,11125.3746,0.672577776,24.65313135,1.393257774,0.736624346,6.76E+11,3066288.487,-0.601590694,0.528012648,-0.541284039,0.840645525,,13.71031162,-11.20253744,1.598358377
birds,Cisticola_melanurus,1,FALSE,Tropical,0,0,0,1,8.75,107.7053538,8074.942814,0.775735859,22.55005362,1.091205726,0.762045259,6.74E+11,441988.1065,-0.728762647,-0.865837778,-1.244856138,1.304181705,,-5.220124467,-11.11700673,-8.787127178
birds,Cisticola_nanus,1,FALSE,Tropical,0,0,0,3,5,59.65049366,5168.98022,0.518752936,23.40978074,1.827185308,0.737503497,3.95E+11,685061.0486,0.078765007,0.157970757,1.132904093,0.966145635,,9.001606465,-8.255038095,-0.12545175
birds,Cisticola_natalensis,7,TRUE,Mixed,0,0,0,3,16.9,94.09211229,9042.02205,0.647812706,23.43478553,3.663714726,0.708772648,5.61E+11,8117358.134,-0.05352138,0.988031405,-0.43799132,0.884747118,,16.46994079,-33.28384,-2.890217068
birds,Cisticola_nigriloris,1,FALSE,Tropical,0,0,0,3,19.75,80.35021343,9188.07129,0.606826924,19.64798356,3.133806847,0.750990868,6.02E+11,71913.9658,-0.16701411,-0.36497838,0.603219958,0.459616407,,-6.249149423,-11.09889696,-8.678275188
birds,Cisticola_njombe,2,FALSE,Tropical,0,0,0,3,10.9,80.57331804,9205.449371,0.601089486,18.49602446,3.234815278,0.747484241,5.96E+11,33267.3993,-0.145469487,-0.618691946,0.866101403,0.683094595,,-7.215102594,-10.93377698,-8.633768764
birds,Cisticola_pipiens,3,FALSE,Tropical,0,0,0,2,13.5,88.21837301,10019.37828,0.722744852,21.76411176,5.490602291,0.705530566,5.91E+11,1127081.478,-0.176567046,-0.086049872,-0.759340787,1.01203455,,-3.000720656,-19.77453105,-12.05247478
birds,Cisticola_restrictus,1,FALSE,Tropical,0,0,0,2,13.2,58.5058104,5580.856518,0.465277633,27.42897554,1.722056575,0.739682388,4.19E+11,3370.5205,-0.357639933,-1.280442402,2.32422687,-0.088906877,,-1.40742,-2.72305,-1.992792612
birds,Cisticola_robustus,5,TRUE,Tropical,0,0,0,3,18.7,97.28718164,9358.522206,0.682293142,20.59945539,2.247292677,0.732849375,6.07E+11,1229222.002,-0.184261759,0.304117523,-0.515149405,0.867751656,,15.03805385,-15.02455578,-4.141104281
birds,Cisticola_ruficeps,3,FALSE,Tropical,0,0,0,2,9.7,60.92405745,5427.823151,0.732445312,27.22771243,4.843777303,0.624484389,3.14E+11,1253687.238,0.150142509,-0.289802269,-0.852655798,1.113023194,,16.33687408,2.067357511,10.17372892
birds,Cisticola_rufilatus,3,FALSE,Mixed,0,0,0,2,11.3,61.98819936,6128.383531,0.676243091,21.38241129,12.43983525,0.675604476,3.85E+11,2748549.667,0.328469775,-0.077434465,-0.479337298,0.995722792,,-0.499487345,-27.78618743,-16.63873213
birds,Cisticola_rufus,1,FALSE,Tropical,0,0,0,1,7.3,83.50860653,10420.47278,0.728159696,27.00307376,5.310100382,0.672046795,3.43E+11,860279.4852,-0.255267726,-0.514651738,-0.611943311,1.098804737,,15.49784286,5.493583901,10.46641687
birds,Cisticola_textrix,5,TRUE,Mixed,0,0,0,4,10.45,61.12643509,4181.662617,0.564255544,17.56486932,14.82269986,0.643528592,3.80E+11,585543.3896,0.806053793,0.26768138,0.802811719,0.821613542,,-11.0951727,-34.83982847,-25.78901675
birds,Cisticola_tinniens,5,TRUE,Mixed,0,0,0,4,11.4,62.77115205,5234.17848,0.59268567,18.30823413,13.85350055,0.660528931,4.06E+11,1754616.779,0.71099628,0.5909674,0.371012103,0.915829694,,0.606656715,-34.83982851,-22.40490136
birds,Cisticola_woosnami,2,FALSE,Tropical,0,0,0,3,13.5,85.26846123,8559.70264,0.664095658,21.36408509,3.061795429,0.733563351,6.16E+11,1290741.267,-0.129002023,0.350153617,-0.330730016,0.967718244,,2.03954032,-14.90670121,-7.411397761
birds,Drymocichla_incana,1,FALSE,Tropical,0,0,0,2,10,113.3727722,8540.067346,0.698460441,25.06602497,1.804552017,0.699564984,6.79E+11,1110796.405,-0.475460964,0.120299247,-0.576202165,1.106414643,,9.661954748,1.039199976,5.847038091
birds,Eminia_lepida,1,TRUE,Tropical,0,0,0,2,20.2,93.20612488,4821.56775,0.578361686,21.61178119,0.886108566,0.728408602,6.56E+11,613778.2428,-0.293904712,-0.14131221,0.347470337,0.504637936,,5.239288914,-4.656604417,0.124342394
birds,Euryptila_subcinnamomea,2,TRUE,Temperate,0,0,0,2,11.5,15.34551743,258.4260746,0.552360226,16.77046333,23.82034337,0.62274674,81365860476,274058.3614,1.268128339,-1.334706982,0.790114627,0.569482553,,-23.52408577,-33.92144358,-30.35974712
birds,Hypergerus_atriceps,1,FALSE,Tropical,0,0,0,2,29.8,109.424242,13454.56916,0.67668869,26.41854871,3.235501501,0.69682593,4.89E+11,2301811.643,-0.379651338,0.472677445,-0.452287467,0.458918465,,14.90677709,2.387602335,9.001275235
birds,Malcorus_pectoralis,3,FALSE,Mixed,0,0,0,2,10.15,22.29076655,774.8408712,0.568573997,18.25545444,25.43608827,0.621111422,1.19E+11,1273749.268,1.170479554,-0.766048868,0.484634791,0.741214111,,-18.34377713,-34.13919607,-27.83562793
birds,Phragmacia_substriata,2,FALSE,Temperate,0,0,0,3,10.65,20.65470922,474.7698329,0.516559334,16.63650655,25.42639481,0.615516805,1.11E+11,466617.9375,1.361626072,-0.663145649,1.100848518,0.60515204,,-27.81718812,-34.29479445,-31.00384424
birds,Phyllolais_pulchella,2,TRUE,Tropical,0,0,0,4,6,70.13941587,5539.098267,0.626333345,24.12225326,3.393745957,0.679553154,4.28E+11,2078653.181,0.276744846,0.729972133,0.049354724,1.293537949,,16.83016196,-5.533877694,6.368043345
birds,Prinia_atrogularis,7,TRUE,Mixed,0,0,0,2,11.8,136.5957235,17997.00849,0.615718268,19.7494501,19.17056644,0.66439919,5.12E+11,2015595.229,-0.017739428,0.570307214,0.480496353,0.722799118,,29.14424704,-5.806327813,21.03759903
birds,Prinia_bairdii,3,TRUE,Tropical,0,0,0,2,13.4,135.6687854,9435.594928,0.654806612,23.82920945,1.023372695,0.75509834,8.03E+11,1110512.993,-0.742288401,0.298010139,-0.282071087,0.900934793,,7.197627948,-9.417642339,0.962162265
birds,Prinia_buchanani,1,TRUE,Mixed,0,0,0,3,7,60.72712012,11841.09052,0.537929334,25.72379132,36.27328088,0.621468831,1.65E+11,1899840.826,0.593515601,0.751535483,1.239403865,0.695550312,,34.50070596,17.25244212,24.89155966
birds,Prinia_flavicans,5,TRUE,Mixed,0,0,0,3,8.75,33.25495843,2290.285444,0.626814087,19.97801414,19.29704608,0.658771963,1.96E+11,2717281.474,0.925457483,-0.083199334,-0.095929129,1.061559877,,-11.76306099,-33.61980521,-22.72134981
birds,Prinia_flaviventris,7,TRUE,Mixed,0,0,1,3,7,165.2710319,20064.40787,0.605941128,23.48938541,17.18201769,0.690258242,5.48E+11,4949691.048,-0.192225924,1.428284814,0.513722552,1.02224812,,34.23116603,-8.065472846,15.95477867
birds,Prinia_gracilis,12,TRUE,Mixed,0,0,0,3,7.1,36.48692929,5704.884489,0.675859271,23.29963003,44.46650211,0.61421351,98506968338,4306477.177,0.9383056,0.21845008,-0.341806341,1.191064395,,38.2794241,1.951094564,26.11915284
birds,Prinia_hodgsonii,6,TRUE,Mixed,0,0,0,3,6.4,115.948922,21722.59115,0.566093143,24.92304445,16.49934358,0.66363945,3.67E+11,4680184.754,0.035840078,1.37428906,0.978543564,0.88082115,,35.01033616,5.916833401,20.43415863
birds,Prinia_inornata,9,TRUE,Mixed,0,0,0,4,7,110.5300714,17381.6941,0.56602312,23.15429428,28.47285458,0.64713509,3.31E+11,7402706.801,0.407498709,1.674601264,0.861454419,0.963692436,,34.80172109,-8.780730014,22.26024661
birds,Prinia_leontica,1,FALSE,Tropical,0,0,0,2,12.4,163.2199286,16341.56324,0.649849544,24.90716106,1.174301501,0.730240744,7.72E+11,16199.848,-0.999187696,-0.564757747,0.658035374,0.578071622,,11.66436468,7.071709999,7.722193565
birds,Prinia_leucopogon,2,TRUE,Tropical,0,0,0,2,11.7,130.5441665,8617.646339,0.67449353,23.89075611,1.065762815,0.754918074,7.79E+11,2377098.107,-0.683177244,0.403034564,-0.586477697,1.066743922,,8.006198419,-12.71099413,-0.458374684
birds,Prinia_maculosa,4,TRUE,Temperate,0,0,0,3,9,30.36720879,982.8184781,0.512215154,15.97309946,20.63335689,0.622844043,1.89E+11,581626.5936,1.213137695,-0.463212197,1.162545939,0.697969307,,-26.70156741,-34.8397775,-31.37842101
birds,Prinia_molleri,1,FALSE,Tropical,0,0,1,1,8.8,177.1897554,11793.82894,0.721535867,22.90389908,1.456090492,0.773673732,74448871424,858.5756,-0.767452502,-2.707214797,0.455545103,0.566982081,,0.41588226,-0.014004444,0.241045315
birds,Prinia_polychroa,4,TRUE,Mixed,0,0,0,2,11,137.1319705,16784.87364,0.60834144,23.32056727,7.358931636,0.698619421,5.91E+11,734219.2027,-0.37609426,0.421292475,0.597863795,0.684880315,,24.72161295,-8.780727407,13.65670676
birds,Prinia_robertsi,1,FALSE,Tropical,0,0,0,2,10,95.60317278,15552.99779,0.535050772,18.56175459,7.655408153,0.649813061,7.35E+11,9712.7032,-0.177552892,-0.722012643,1.972143849,0.351771959,,-17.68301977,-20.09280661,-19.02246425
birds,Prinia_rufescens,6,TRUE,Mixed,0,0,0,2,6.5,153.7991907,25432.41602,0.621186307,23.72535432,8.705336395,0.686732135,5.63E+11,2213361.654,-0.447734723,0.904883224,0.575014235,0.965808367,,29.2906062,2.189045057,18.16903634
birds,Prinia_socialis,4,TRUE,Mixed,0,0,0,3,8,90.79254767,18250.18533,0.526459082,25.2191184,23.13276742,0.647087285,2.49E+11,2758575.161,0.28580869,1.136725929,1.370910757,0.615222509,,33.87556616,5.916829972,21.77247864
birds,Prinia_somalica,2,TRUE,Tropical,0,0,0,3,7.5,33.65843305,1938.345922,0.595228477,25.89823956,2.148302371,0.727090631,1.85E+11,1273059.719,0.346494502,-0.156850077,0.147143506,0.990040823,,11.89697066,-4.062644039,4.334834742
birds,Prinia_subflava,10,TRUE,Mixed,0,0,0,2,8.65,84.47212703,8332.29605,0.672507945,24.27077098,5.406071968,0.692099661,4.76E+11,14610951.98,-0.014262141,0.662232605,-0.655806175,1.200260322,,17.45316484,-33.7798,-0.723196108
birds,Prinia_sylvatica,5,TRUE,Mixed,0,0,0,3,16.1,82.55676118,15708.74338,0.520770958,25.81210434,21.04379433,0.648209175,2.38E+11,2126433.452,0.315707906,1.030471649,1.307653083,0.265001428,,32.20453018,5.916833429,20.64996746
birds,Rhopophilus_pekinensis,3,TRUE,Temperate,0,0,0,3,18.05,33.33620538,1938.585768,0.760457957,8.1022782,120.8093157,0.579444359,1.48E+11,1710048.276,1.519868562,-0.732431566,-1.202683264,1.095035537,,43.29698036,30.24860146,37.66917252
birds,Scotocerca_inquieta,8,TRUE,Mixed,0,0,0,2,8.2,13.75152888,286.4680477,0.707545282,18.67415725,71.20072626,0.569949519,40051432382,4577584.759,1.497247272,-0.836235388,-0.935125819,1.274860323,,44.53659681,13.34220878,32.03971906
birds,Spiloptila_clamans,1,FALSE,Tropical,0,0,0,2,7,25.36579188,2351.046876,0.80784416,27.98514936,14.84599477,0.612118624,73441901839,2705687.814,0.633548615,-0.648061941,-1.700328751,1.471899452,,21.46312615,10.31808621,15.11689539
birds,Climacteris_affinis,2,FALSE,Mixed,0,0,0,3,21.7,17.83981737,318.6388893,0.476043185,19.9958856,35.94311693,0.573239606,91977604874,2629755.12,1.526711478,0.018139644,1.147832465,0.228726308,,-21.09111459,-36.2734252,-28.48956017
birds,Climacteris_erythrops,1,TRUE,Temperate,0,0,0,2,23.3,78.2331343,3581.18829,0.455369336,15.13902684,21.84495123,0.615682791,6.30E+11,312988.4103,0.606055178,-0.142632223,1.778665589,0.045558386,,-25.27747657,-38.60370682,-32.81933361
birds,Climacteris_picumnus,2,FALSE,Mixed,0,0,0,5,29.26666667,46.67100722,3260.979629,0.425133579,18.90719867,28.63333176,0.590135844,2.90E+11,2269403.25,1.322012607,1.284900933,1.801525136,0.070642604,,-10.99999987,-38.43043515,-28.78576597
birds,Coereba_flaveola,41,TRUE,Mixed,1,0,0,4,10.05833333,150.5999823,13070.29027,0.656020822,24.73777563,2.4160484,0.686411836,7.76E+11,10806786,-0.325167679,1.846052415,-0.376518562,1.247364553,,27.23202698,-33.00509028,-6.670257406
birds,Colius_castanotus,1,TRUE,Tropical,0,0,0,2,60.5,76.67422129,6010.749003,0.743834509,21.28875201,2.568166177,0.807247217,6.16E+11,288977.5956,-0.422786142,-0.722450657,-1.230972753,0.355884183,,-6.156096595,-15.59492717,-10.81502984
birds,Colius_colius,5,TRUE,Mixed,0,0,0,4,41.4,24.0144154,1058.635501,0.592232183,18.39496919,21.67575138,0.646982932,1.34E+11,1611548.201,1.268477099,0.024289344,0.042208028,0.299515119,,-17.11404418,-34.83976588,-26.50126454
birds,Colius_leucocephalus,2,FALSE,Tropical,0,0,0,3,35.9,40.72114997,3091.012324,0.537363549,26.65947835,1.624566771,0.728419723,2.47E+11,532997.2219,0.183931359,-0.041828773,0.656230929,0.03226809,,5.674725954,-5.015889958,0.587535261
birds,Colius_striatus,17,TRUE,Mixed,0,0,0,3,51.1,87.29445106,7161.2162,0.620104635,23.06468843,3.907017749,0.708909487,5.36E+11,7960062.386,0.059251233,0.963499058,-0.382417524,0.303891469,,16.89474486,-34.83982869,-3.718074073
birds,Urocolius_indicus,5,TRUE,Mixed,0,0,0,3,53.85,46.8443768,4321.043485,0.600819152,20.27943679,15.65209689,0.656790167,3.09E+11,3442302.676,0.740045694,0.35179419,-0.051612036,0.149275701,,-5.096772897,-34.8398284,-22.15164523
birds,Urocolius_macrourus,6,TRUE,Tropical,0,0,0,3,45.5,43.8048025,3578.710635,0.683066331,26.05148279,7.604938648,0.663127093,2.30E+11,5779905.02,0.506651072,0.378230589,-0.937986004,0.428329983,,20.60704185,-8.775866424,9.166402746
birds,Colluricincla_boweri,1,TRUE,Tropical,0,0,0,2,43.8,143.4901121,32636.88301,0.419918013,23.0785423,8.297810676,0.653144259,7.60E+11,30980.8435,-0.554692548,0.545549601,2.980434351,-0.732374352,,-14.77513631,-19.77472857,-17.33285595
birds,Colluricincla_harmonica,14,TRUE,Mixed,0,0,0,5,66,40.85218103,3235.272708,0.497386175,21.10348877,27.46448884,0.596374566,2.03E+11,6919498.23,1.321060094,1.421084914,0.843415735,-0.083393824,,-3.463811481,-43.64397002,-25.55434851
birds,Colluricincla_megarhyncha,29,TRUE,Mixed,0,0,1,3,32.35,179.4155162,13615.44999,0.623822142,24.78142736,5.050834896,0.718096895,6.67E+11,1203794.968,-0.483930578,0.987876611,0.127480422,0.353678493,,0.039373886,-32.49770155,-11.72079472
birds,Colluricincla_tenebrosa,1,FALSE,Tropical,0,0,1,1,46,271.6033639,10869.29463,0.680302803,27.48465214,0.099833021,0.767762939,72286502912,456.6841,-1.334231395,-2.5657807,0.617903333,-0.350757181,,8.092919401,6.886279617,7.447220096
birds,Colluricincla_woodwardi,2,FALSE,Tropical,0,0,0,1,54.5,67.22828378,10558.81297,0.589183273,26.74070426,13.91192537,0.630288654,1.95E+11,549565.8481,0.158010931,-0.358710604,0.582494681,-0.31367934,,-11.46335214,-20.07139231,-16.12612423
birds,Oreoica_gutturalis,2,FALSE,Mixed,0,0,0,4,62.85,22.63224717,865.4612414,0.488050633,20.86971696,32.82160324,0.579145533,1.15E+11,4958126.338,1.51828839,0.687287107,0.855269803,-0.149940078,,-15.11870477,-37.49543079,-27.00006203
birds,Pitohui_cristatus,3,FALSE,Tropical,0,0,1,1,79,270.4874001,9298.562632,0.730064679,23.77306156,0.38485187,0.78275156,7.39E+11,88199.8986,-1.328425423,-0.810215645,-0.856996658,0.055232059,,-0.403050533,-9.989946517,-4.280874196
birds,Pitohui_dichrous,2,TRUE,Tropical,0,0,1,1,92.9,259.9532885,9604.792285,0.716988417,23.78607486,0.415525164,0.778612715,7.34E+11,222201.7491,-1.258875252,-0.523113597,-0.887513221,-0.004944425,,-0.380917783,-10.64816186,-5.151389909
birds,Pitohui_ferrugineus,6,TRUE,Tropical,0,0,1,1,94,251.7289815,11135.9524,0.718188522,26.14898422,0.421266505,0.778113562,8.93E+11,614816.7304,-1.428079689,0.035183182,-1.04719521,0.051493478,,-0.007690006,-10.72697211,-5.317838401
