"","sp","DR","ssp","lat","region","age","genus","Family","Order","eltonO","eltonF"
"3479","Malacoptila_fulvogularis",0.0480549778995765,3,-7.702337686,"Tropical",16.11662084,"Malacoptila","Bucconidae","Piciformes","Piciformes","Bucconidae"
"3480","Malacoptila_fusca",0.0514761810945133,2,-0.058094433,"Tropical",13.56613131,"Malacoptila","Bucconidae","Piciformes","Piciformes","Bucconidae"
"3481","Malacoptila_mystacalis",0.039546340612527,1,6.720657236,"Tropical",20.43566675,"Malacoptila","Bucconidae","Piciformes","Piciformes","Bucconidae"
"3482","Malacoptila_panamensis",0.0480549778995765,5,9.444283216,"Tropical",16.11662084,"Malacoptila","Bucconidae","Piciformes","Piciformes","Bucconidae"
"3483","Malacoptila_rufa",0.0392120317875743,2,-7.152408132,"Tropical",20.86684038,"Malacoptila","Bucconidae","Piciformes","Piciformes","Bucconidae"
"3484","Malacoptila_semicincta",0.0696528495775869,1,-8.906821476,"Tropical",9.287368305,"Malacoptila","Bucconidae","Piciformes","Piciformes","Bucconidae"
"3485","Malacoptila_striata",0.0696528495775869,2,-20.56439778,"Mixed",9.287368305,"Malacoptila","Bucconidae","Piciformes","Piciformes","Bucconidae"
"3486","Malacorhynchus_membranaceus",0.0410303864275446,1,-31.57838406,"Mixed",13.48152249,"Malacorhynchus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"3487","Malcorus_pectoralis",0.632016589596662,3,-27.83562793,"Mixed",0.3642094683,"Malcorus","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"3488","Malimbus_ibadanensis",0.120850552235603,1,7.323346047,"Tropical",6.701554257,"Malimbus","Ploceidae","Passeriformes","",""
"3489","Malimbus_malimbicus",0.41482087850075,2,1.866628645,"Tropical",0.4456184903,"Malimbus","Ploceidae","Passeriformes","",""
"3490","Malimbus_nitens",0.41482087850075,3,2.349345479,"Tropical",0.4456184903,"Malimbus","Ploceidae","Passeriformes","",""
"3491","Malimbus_rubricollis",0.485395318846752,5,1.200201515,"Tropical",0.227793685,"Malimbus","Ploceidae","Passeriformes","",""
"3492","Malimbus_scutatus",0.287174540865881,2,6.698761343,"Tropical",1.410133691,"Malimbus","Ploceidae","Passeriformes","",""
"3493","Malurus_alboscapulatus",0.0760921560115329,6,-6.120518373,"Tropical",7.898680062,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3494","Malurus_amabilis",0.143654774900525,1,-14.91359425,"Tropical",3.76516146,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3495","Malurus_coronatus",0.0716031993318465,2,-17.07936841,"Tropical",11.08981815,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3496","Malurus_cyaneus",0.124603752927841,2,-32.38655911,"Mixed",5.753963143,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3497","Malurus_cyanocephalus",0.0760921560115329,3,-5.15533341,"Tropical",7.898680062,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3498","Malurus_elegans",0.0772769983208596,1,-33.59177786,"Temperate",9.039027778,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3499","Malurus_grayi",0.0984532538842606,1,-2.760998426,"Tropical",7.373748022,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3500","Malurus_lamberti",0.143654774900525,4,-25.14010605,"Mixed",3.76516146,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3501","Malurus_leucopterus",0.0673081155276611,3,-26.59214245,"Mixed",8.425908583,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3502","Malurus_melanocephalus",0.0673081155276611,2,-19.39268086,"Mixed",8.425908583,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3503","Malurus_pulcherrimus",0.123318886337172,1,-32.12495653,"Temperate",5.921198197,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3504","Malurus_splendens",0.124603752927841,3,-28.18478142,"Mixed",5.753963143,"Malurus","Maluridae","Passeriformes","Passeriformes","Maluridae"
"3505","Manacus_aurantiacus",0.385319662098727,2,8.340496386,"Tropical",0.2390498405,"Manacus","Pipridae","Passeriformes","Passeriformes","Pipridae"
"3506","Manacus_candei",0.385319662098727,1,15.48269046,"Tropical",0.2390498405,"Manacus","Pipridae","Passeriformes","Passeriformes","Pipridae"
"3507","Manacus_vitellinus",0.401311568678624,2,6.656616974,"Tropical",0.03221324084,"Manacus","Pipridae","Passeriformes","Passeriformes","Pipridae"
"3508","Mandingoa_nitidula",0.135192741757929,4,-4.28896754,"Mixed",4.970955443,"Mandingoa","Estrildidae","Passeriformes","",""
"3509","Margarops_fuscatus",0.217316348136396,4,20.06591882,"Mixed",3.897050759,"Margarops","Mimidae","Passeriformes","Passeriformes","Mimidae"
"3510","Margarornis_rubiginosus",0.109042383849428,2,9.497845165,"Tropical",1.99963651,"Margarornis","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"3511","Margarornis_squamiger",0.189173988644307,3,-3.187610267,"Tropical",1.401532059,"Margarornis","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"3512","Margarornis_stellatus",0.365974985672349,1,4.803101578,"Tropical",0.1787153661,"Margarornis","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"3513","Marmaronetta_angustirostris",0.150415416529292,1,38.89875472,"Temperate",5.984715347,"Marmaronetta","Anatidae","Anseriformes","Anseriformes","Anatidae"
"3514","Masius_chrysopterus",0.177604177703645,5,1.382446571,"Tropical",2.735789031,"Masius","Pipridae","Passeriformes","Passeriformes","Pipridae"
"3515","Mayrornis_lessoni",0.340948547054089,2,-17.44546987,"Tropical",2.315619631,"Mayrornis","Monarchidae","Passeriformes","Passeriformes","Monarchidae"
"3516","Mearnsia_novaeguineae",0.0347849470430739,2,-5.848524339,"Tropical",26.90108073,"Mearnsia","Apodidae","Caprimulgiformes","Apodiformes","Apodidae"
"3517","Mearnsia_picina",0.0347849470430739,1,8.438838075,"Tropical",26.90108073,"Mearnsia","Apodidae","Apodiformes","Apodiformes","Apodidae"
"3518","Mecocerculus_calopterus",0.283640984620837,1,-4.869865568,"Tropical",0.262649072,"Mecocerculus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"3519","Mecocerculus_hellmayri",0.0690756979895161,1,-18.91641073,"Mixed",13.57859352,"Mecocerculus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"3520","Mecocerculus_leucophrys",0.118420179700138,13,-5.836842128,"Mixed",3.716897472,"Mecocerculus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"3521","Mecocerculus_minor",0.113115817008434,1,-3.202750729,"Tropical",6.036640499,"Mecocerculus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"3522","Mecocerculus_poecilocercus",0.147307554454976,1,-3.780656676,"Tropical",4.736539566,"Mecocerculus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"3523","Mecocerculus_stictopterus",0.115611445057514,3,-4.636502697,"Tropical",6.09849939,"Mecocerculus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"3524","Megabyas_flammulatus",0.0400209940969416,2,0.791033058,"Tropical",23.52828385,"Megabyas","Vangidae","Passeriformes","Passeriformes","Platysteiridae"
"3525","Megaceryle_alcyon",0.102140467391752,2,48.44674891,"Temperate",3.614439074,"Megaceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"3526","Megaceryle_lugubris",0.0805423948037511,4,30.02473584,"Mixed",8.86520445,"Megaceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"3527","Megaceryle_maxima",0.0805423948037511,2,-3.510210717,"Mixed",8.86520445,"Megaceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"3528","Megaceryle_torquata",0.102140467391752,3,-33.08356912,"Mixed",3.614439074,"Megaceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"3529","Megacrex_inepta",0.0854499847778308,2,-5.59713998,"Tropical",5.009800029,"Megacrex","Rallidae","Gruiformes","Gruiformes","Rallidae"
"3530","Megalaima_armillaris",0.106370089921285,2,-7.459713956,"Tropical",1.550675473,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3531","Megalaima_asiatica",0.294253423161105,4,23.59363297,"Mixed",0.7503599805,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3532","Megalaima_australis",0.156632213310948,7,10.08570632,"Mixed",2.942356818,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3533","Megalaima_chrysopogon",0.164386361111631,3,1.613905878,"Tropical",5.031447613,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3534","Megalaima_corvina",0.160832892426381,1,-7.060839479,"Tropical",5.028528866,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3535","Megalaima_flavifrons",0.138966858046583,2,6.872768523,"Tropical",3.456229605,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3536","Megalaima_franklinii",0.246333193471057,5,22.43214204,"Mixed",0.7123460629,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3537","Megalaima_haemacephala",0.106370089921285,9,17.77559936,"Mixed",1.550675473,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3538","Megalaima_henricii",0.294253423161105,2,0.655438205,"Tropical",0.7503599805,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3539","Megalaima_javensis",0.156632213310948,1,-7.40492187,"Tropical",2.942356818,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3540","Megalaima_lineata",0.138966858046583,2,18.45911381,"Mixed",3.456229605,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3541","Megalaima_monticola",0.140153936658032,1,2.905831499,"Tropical",5.989256981,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3542","Megalaima_mystacophanos",0.154185905854815,3,1.43829656,"Tropical",1.758959163,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3543","Megalaima_oorti",0.496853582621277,5,1.230773151,"Tropical",0.1917998081,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3544","Megalaima_pulcherrima",0.0830754307048553,1,5.077007153,"Tropical",2.328051196,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3545","Megalaima_rafflesii",0.531756535390492,4,0.907169267,"Tropical",0.7987979355,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3546","Megalaima_virens",0.12209222177678,4,24.48765945,"Mixed",6.554651241,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3547","Megalaima_viridis",0.0830754307048553,4,13.33729206,"Tropical",2.328051196,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3548","Megalaima_zeylanica",0.154185905854815,4,20.75654365,"Mixed",1.758959163,"Megalaima","Ramphastidae","Piciformes","Piciformes","Ramphastidae"
"3549","Megalurulus_mariei",0.0537618449675687,1,-21.33139496,"Tropical",16.56029343,"Megalurulus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"3550","Megalurulus_rubiginosus",0.0946328129436476,2,-5.47106605,"Tropical",6.286860994,"Megalurulus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"3551","Megalurulus_whitneyi",0.102881979158723,2,-7.337976568,"Tropical",4.592293036,"Megalurulus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"3552","Megalurus_gramineus",0.0827743746115796,2,-29.21523473,"Mixed",6.98933292,"Megalurus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"3553","Megalurus_palustris",0.0763516947531914,3,19.64836876,"Mixed",12.33216707,"Megalurus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"3554","Megalurus_timoriensis",0.0721375528120397,19,-14.04467283,"Mixed",12.64880972,"Megalurus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"3555","Megapodius_eremita",0.0979494001485076,1,-6.514751858,"Tropical",1.442645897,"Megapodius","Megapodiidae","Galliformes","Galliformes","Megapodiidae"
"3556","Megapodius_freycinet",0.194026205657176,2,0.266420947,"Tropical",2.442845111,"Megapodius","Megapodiidae","Galliformes","Galliformes","Megapodiidae"
"3557","Megapodius_laperouse",0.0655583276689302,2,11.48025381,"Tropical",10.82483816,"Megapodius","Megapodiidae","Galliformes","Galliformes","Megapodiidae"
"3558","Megapodius_reinwardt",0.127144921426696,8,-9.791920287,"Tropical",3.999388956,"Megapodius","Megapodiidae","Galliformes","Galliformes","Megapodiidae"
"3559","Megarynchus_pitangua",0.121780363358244,6,-6.114264853,"Mixed",7.1842656,"Megarynchus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"3560","Megastictus_margaritatus",0.051216723418335,1,-3.446989422,"Tropical",18.72627765,"Megastictus","Thamnophilidae","Passeriformes","Passeriformes","Thamnophilidae"
"3561","Megatriorchis_doriae",0.0874009585185377,1,-5.33903748,"Tropical",8.007666544,"Megatriorchis","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
