"","sp","DR","ssp","lat","region","age","genus","Family","Order","eltonO","eltonF"
"1766","Crinifer_zonurus",0.0386135312814051,1,7.015564746,"Tropical",10.97180165,"Crinifer","Musophagidae","Musophagiformes","Musophagiformes","Musophagidae"
"1767","Criniger_barbatus",0.133271487529317,2,6.733616005,"Tropical",0.07283615412,"Criniger","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1768","Criniger_calurus",0.227301782323598,3,0.653368108,"Tropical",0.243855562,"Criniger","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1769","Criniger_chloronotus",0.133271487529317,1,1.060048236,"Tropical",0.07283615412,"Criniger","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1770","Criniger_ndussumensis",0.227301782323598,1,1.117908213,"Tropical",0.243855562,"Criniger","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1771","Criniger_olivaceus",0.116890439792697,1,6.315833114,"Tropical",2.175914413,"Criniger","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1772","Crossleyia_xanthophrys",0.0435447955774287,1,-18.20363475,"Mixed",18.54718622,"Crossleyia","Bernieridae","Passeriformes","Passeriformes","Sylviidae"
"1773","Crossoptilon_auritum",0.351592164649131,1,35.13013186,"Temperate",0.09926462417,"Crossoptilon","Phasianidae","Galliformes","Galliformes","Phasianidae"
"1774","Crossoptilon_crossoptilon",0.274607398682563,4,29.47233647,"Temperate",1.693980682,"Crossoptilon","Phasianidae","Galliformes","Galliformes","Phasianidae"
"1775","Crossoptilon_mantchuricum",0.351592164649131,1,38.15655146,"Temperate",0.09926462417,"Crossoptilon","Phasianidae","Galliformes","Galliformes","Phasianidae"
"1776","Crotophaga_ani",0.0374492934644259,1,-8.829582568,"Mixed",14.27056652,"Crotophaga","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1777","Crotophaga_major",0.0255525872080121,1,2.915334112,"Mixed",22.20625371,"Crotophaga","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1778","Crotophaga_sulcirostris",0.0374492934644259,1,20.04103664,"Mixed",14.27056652,"Crotophaga","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1779","Cryptospiza_jacksoni",0.298922328192017,1,-1.942487792,"Tropical",0.6119164756,"Cryptospiza","Estrildidae","Passeriformes","",""
"1780","Cryptospiza_reichenovii",0.256505019463378,3,-6.365660472,"Tropical",1.718333581,"Cryptospiza","Estrildidae","Passeriformes","",""
"1781","Cryptospiza_salvadorii",0.298922328192017,3,2.867147272,"Tropical",0.6119164756,"Cryptospiza","Estrildidae","Passeriformes","",""
"1782","Cryptospiza_shelleyi",0.256505019463378,1,-2.138780189,"Tropical",1.718333581,"Cryptospiza","Estrildidae","Passeriformes","",""
"1783","Crypturellus_atrocapillus",0.0312947952824274,2,-14.80748727,"Tropical",5.665711185,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1784","Crypturellus_bartletti",0.055052736333059,1,-7.600396387,"Tropical",2.629485802,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1785","Crypturellus_berlepschi",0.0494336373578767,1,3.402724284,"Tropical",10.64588814,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1786","Crypturellus_boucardi",0.0296741919461658,2,15.50793222,"Tropical",24.83612431,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1787","Crypturellus_cinereus",0.0287989078649286,9,-3.754037439,"Tropical",30.34151193,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1788","Crypturellus_cinnamomeus",0.055052736333059,9,18.6220079,"Mixed",2.629485802,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1789","Crypturellus_duidae",0.0280572092277855,1,4.651262073,"Tropical",23.70726248,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1790","Crypturellus_erythropus",0.0325269155408838,7,8.169637219,"Tropical",26.76400038,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1791","Crypturellus_noctivagus",0.0171695397686054,2,-16.47202806,"Mixed",46.32704251,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1792","Crypturellus_obsoletus",0.0765304768989391,9,-19.43290749,"Mixed",1.911420789,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1793","Crypturellus_parvirostris",0.0252822278723594,1,-13.20002549,"Mixed",27.39738286,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1794","Crypturellus_soui",0.0428433067644589,14,-4.474218813,"Tropical",11.04027396,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1795","Crypturellus_strigulosus",0.0255718073194053,1,-8.788540014,"Tropical",30.63546747,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1796","Crypturellus_tataupa",0.0412848527154541,4,-18.3102408,"Mixed",18.63152448,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1797","Crypturellus_transfasciatus",0.0401954609237717,1,-3.03864025,"Tropical",7.194352331,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1798","Crypturellus_undulatus",0.0325269155408838,6,-8.33703629,"Mixed",26.76400038,"Crypturellus","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"1799","Crypturellus_variegatus",0.0401954609237717,1,-3.020461202,"Tropical",7.194352331,"Crypturellus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"1800","Cuculus_canorus",0.441084282912246,4,49.43287779,"Mixed",0.3482224364,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1801","Cuculus_clamosus",0.0454487784732938,2,-1.958920933,"Mixed",17.5083937,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1802","Cuculus_fugax",0.0487460274294852,4,27.51394551,"Mixed",14.53179498,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1803","Cuculus_gularis",0.243592000898538,1,-0.494858514,"Mixed",0.9404767012,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1804","Cuculus_micropterus",0.0957858892395166,2,23.10238537,"Mixed",7.95908561,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1805","Cuculus_pallidus",0.0314381306405509,1,-23.53072407,"Mixed",24.79584063,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1806","Cuculus_poliocephalus",0.10660775307296,1,32.31350272,"Mixed",5.839545033,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1807","Cuculus_rochii",0.463931293094197,1,-19.22660291,"Mixed",0.205758062,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1808","Cuculus_saturatus",0.441084282912246,3,27.4943044,"Mixed",0.3482224364,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1809","Cuculus_solitarius",0.0579264255945782,1,-4.519758029,"Mixed",12.52376483,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1810","Cuculus_sparverioides",0.0852281124253764,2,25.46633279,"Mixed",2.951943257,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1811","Cuculus_vagans",0.238888211889998,1,1.974791147,"Tropical",1.10214322,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1812","Cuculus_varius",0.0852281124253764,2,21.66840321,"Mixed",2.951943257,"Cuculus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1813","Culicicapa_ceylonensis",0.0552165944136707,4,19.05164975,"Mixed",4.372819112,"Culicicapa","Stenostiridae","Passeriformes","Passeriformes","Muscicapidae"
"1814","Culicicapa_helianthea",0.0552165944136707,5,7.22899634,"Tropical",4.372819112,"Culicicapa","Stenostiridae","Passeriformes","Passeriformes","Muscicapidae"
"1815","Curaeus_curaeus",0.165409483772052,3,-46.8509879,"Temperate",5.373630482,"Curaeus","Icteridae","Passeriformes","",""
"1816","Cursorius_cursor",0.155617610371052,5,24.39938751,"Mixed",2.577966133,"Cursorius","Glareolidae","Charadriiformes","Charadriiformes","Glareolidae"
"1817","Cursorius_rufus",0.300887591985553,1,-26.60540881,"Mixed",0.2209926441,"Cursorius","Glareolidae","Charadriiformes","Charadriiformes","Glareolidae"
"1818","Cursorius_temminckii",0.300887591985553,1,-4.514336678,"Mixed",0.2209926441,"Cursorius","Glareolidae","Charadriiformes","Charadriiformes","Glareolidae"
"1819","Cutia_nipalensis",0.0773525502112074,4,23.80842803,"Mixed",8.220906296,"Cutia","Leiotrichidae","Passeriformes","Passeriformes","Timaliidae"
"1820","Cyanerpes_caeruleus",0.16070620665983,5,-1.044005694,"Tropical",4.078167714,"Cyanerpes","Thraupidae","Passeriformes","",""
"1821","Cyanerpes_cyaneus",0.119518545736448,11,7.801466066,"Tropical",7.054334827,"Cyanerpes","Thraupidae","Passeriformes","",""
"1822","Cyanerpes_lucidus",0.205059941106685,2,9.905686273,"Tropical",3.530710727,"Cyanerpes","Thraupidae","Passeriformes","",""
"1823","Cyanerpes_nitidus",0.205059941106685,1,-2.644794031,"Tropical",3.530710727,"Cyanerpes","Thraupidae","Passeriformes","",""
"1824","Cyanicterus_cyanicterus",0.176552812001028,1,4.16810078,"Tropical",3.258348464,"Cyanicterus","Thraupidae","Passeriformes","",""
"1825","Cyanocompsa_brissonii",0.163759201640205,5,-19.43595697,"Mixed",3.909855338,"Cyanocompsa","Cardinalidae","Passeriformes","",""
"1826","Cyanocompsa_cyanoides",0.120435511731947,4,-0.794689157,"Tropical",7.12182005,"Cyanocompsa","Cardinalidae","Passeriformes","",""
"1827","Cyanocompsa_parellina",0.0907482815291002,3,18.82981621,"Mixed",9.782631467,"Cyanocompsa","Cardinalidae","Passeriformes","",""
"1828","Cyanoliseus_patagonus",0.0741542642771273,4,-36.84077276,"Temperate",12.37088816,"Cyanoliseus","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"1829","Cyanoloxia_glaucocaerulea",0.163759201640205,1,-29.78301028,"Temperate",3.909855338,"Cyanoloxia","Cardinalidae","Passeriformes","",""
"1830","Cyanophaia_bicolor",0.362997305077563,1,15.0377676,"Tropical",1.791919365,"Cyanophaia","Trochilidae","Caprimulgiformes","Apodiformes","Trochilidae"
"1831","Cyanopsitta_spixii",0.0878736821268286,1,-9.1333,"Tropical",9.946212688,"Cyanopsitta","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"1832","Cyanoptila_cyanomelana",0.169965861816479,2,42.14448866,"Temperate",1.437773287,"Cyanoptila","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1833","Cyanoramphus_auriceps",0.749175937625933,3,-42.96489593,"Temperate",0.5203064902,"Cyanoramphus","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"1834","Cyanoramphus_novaezelandiae",0.749175937625933,6,-45.77968328,"Temperate",0.5203064902,"Cyanoramphus","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"1835","Cyclarhis_gujanensis",0.0687133586907538,21,-10.18420561,"Mixed",7.558608127,"Cyclarhis","Vireonidae","Passeriformes","Passeriformes","Vireonidae"
"1836","Cyclarhis_nigrirostris",0.0687133586907538,2,3.863246439,"Tropical",7.558608127,"Cyclarhis","Vireonidae","Passeriformes","Passeriformes","Vireonidae"
"1837","Cyclopsitta_diophthalma",0.153506179223453,8,-5.85353859,"Mixed",1.070709925,"Cyclopsitta","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"1838","Cyclopsitta_gulielmitertii",0.153506179223453,7,-6.027863831,"Tropical",1.070709925,"Cyclopsitta","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"1839","Cygnus_atratus",0.173838695252233,1,-23.69172854,"Mixed",3.629283851,"Cygnus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1840","Cygnus_buccinator",0.347586072448504,1,52.85202046,"Temperate",1.11955266,"Cygnus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1841","Cygnus_columbianus",0.347586072448504,2,67.30845038,"Temperate",1.11955266,"Cygnus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1842","Cygnus_cygnus",0.215776833045412,1,58.02527258,"Temperate",1.393201111,"Cygnus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1843","Cymbilaimus_lineatus",0.0806695292663809,3,-3.445546475,"Tropical",10.81908633,"Cymbilaimus","Thamnophilidae","Passeriformes","Passeriformes","Thamnophilidae"
"1844","Cymbilaimus_sanctaemariae",0.0806695292663809,1,-10.59684647,"Tropical",10.81908633,"Cymbilaimus","Thamnophilidae","Passeriformes","Passeriformes","Thamnophilidae"
"1845","Cymbirhynchus_macrorhynchos",0.103292199808657,4,3.772836204,"Tropical",4.664055776,"Cymbirhynchus","Eurylaimidae","Passeriformes","Passeriformes","Eurylaimidae"
"1846","Cynanthus_latirostris",0.11027553944994,5,22.32649018,"Mixed",6.289548381,"Cynanthus","Trochilidae","Apodiformes","Apodiformes","Trochilidae"
"1847","Cynanthus_sordidus",0.0844106959731648,1,17.60968647,"Tropical",8.113323947,"Cynanthus","Trochilidae","Caprimulgiformes","Apodiformes","Trochilidae"
"1848","Cyornis_banyumas",0.203443591279205,8,18.14319922,"Mixed",3.793180692,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1849","Cyornis_herioti",0.468652336437008,2,16.09251995,"Tropical",1.449368401,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1850","Cyornis_omissus",0.465400675241616,4,-2.175194968,"Tropical",0.7782749497,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1851","Cyornis_pallipes",0.0992497538991567,1,12.33852814,"Tropical",9.295199361,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1852","Cyornis_rubeculoides",0.122678094628523,5,23.1927143,"Mixed",6.283738101,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1853","Cyornis_rufigastra",0.343086237814675,8,2.846745386,"Tropical",1.604247111,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1854","Cyornis_tickelliae",0.218264422326215,5,18.76205104,"Mixed",1.978986519,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1855","Cyornis_unicolor",0.0998094546784537,3,21.74846494,"Mixed",7.324523412,"Cyornis","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1856","Cyphorhinus_phaeocephalus",0.0879602860619118,6,6.844755869,"Tropical",10.23517185,"Cyphorhinus","Troglodytidae","Passeriformes","Passeriformes","Troglodytidae"
"1857","Cyphorhinus_thoracicus",0.17051674886603,2,-6.41832019,"Tropical",0.3602860612,"Cyphorhinus","Troglodytidae","Passeriformes","Passeriformes","Troglodytidae"
"1858","Cypseloides_cherriei",0.0327754187353441,1,9.487371504,"Tropical",23.74882871,"Cypseloides","Apodidae","Caprimulgiformes","Apodiformes","Apodidae"
"1859","Cypseloides_cryptus",0.0781485890162017,1,9.73126112,"Tropical",8.80828722,"Cypseloides","Apodidae","Apodiformes","Apodiformes","Apodidae"
"1860","Cypseloides_fumigatus",0.41463995706108,1,-23.57476676,"Mixed",0.2831937429,"Cypseloides","Apodidae","Caprimulgiformes","Apodiformes","Apodidae"
"1861","Cypseloides_lemosi",0.115820804135896,1,2.499855578,"Tropical",4.47191852,"Cypseloides","Apodidae","Apodiformes","Apodiformes","Apodidae"
"1862","Cypseloides_niger",0.220251312046802,3,26.97516955,"Mixed",0.4465087139,"Cypseloides","Apodidae","Caprimulgiformes","Apodiformes","Apodidae"
"1863","Cypseloides_senex",0.41463995706108,1,-17.50428672,"Mixed",0.2831937429,"Cypseloides","Apodidae","Apodiformes","Apodiformes","Apodidae"
"1864","Cypseloides_storeri",0.0595806044926337,1,18.67003074,"Tropical",11.91207466,"Cypseloides","Apodidae","Caprimulgiformes","Apodiformes","Apodidae"
"1865","Cypsiurus_balasiensis",0.0559696402811488,4,15.19017688,"Mixed",12.01468624,"Cypsiurus","Apodidae","Apodiformes","Apodiformes","Apodidae"
"1866","Cypsiurus_parvus",0.0559696402811488,8,-2.535322003,"Mixed",12.01468624,"Cypsiurus","Apodidae","Caprimulgiformes","Apodiformes","Apodidae"
"1867","Cypsnagra_hirundinacea",0.20744601296187,2,-13.99105395,"Mixed",3.722924683,"Cypsnagra","Thraupidae","Passeriformes","",""
"1868","Cyrtonyx_montezumae",0.127679158000374,5,24.54406405,"Mixed",4.695084601,"Cyrtonyx","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"1869","Cyrtonyx_ocellatus",0.127679158000374,1,15.17150205,"Tropical",4.695084601,"Cyrtonyx","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"1870","Dacelo_gaudichaud",0.147741144673713,1,-5.362901502,"Tropical",3.401874878,"Dacelo","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1871","Dacelo_leachii",0.410175554400106,6,-17.91437048,"Mixed",0.1198608774,"Dacelo","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1872","Dacelo_novaeguineae",0.210256297721153,2,-28.35444464,"Mixed",2.743605032,"Dacelo","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1873","Dacelo_tyro",0.410175554400106,2,-7.963554216,"Tropical",0.1198608774,"Dacelo","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1874","Dacnis_albiventris",0.268103401796669,1,-1.031177224,"Tropical",1.542131774,"Dacnis","Thraupidae","Passeriformes","",""
"1875","Dacnis_cayana",0.268103401796669,8,-3.654779455,"Mixed",1.542131774,"Dacnis","Thraupidae","Passeriformes","",""
"1876","Dacnis_flaviventer",0.265649827268514,1,-5.566480299,"Tropical",1.751797083,"Dacnis","Thraupidae","Passeriformes","",""
"1877","Dacnis_lineata",0.46002634055069,3,-0.34793638,"Tropical",0.5832230973,"Dacnis","Thraupidae","Passeriformes","",""
"1878","Dacnis_nigripes",0.173102892043089,1,-23.87212202,"Mixed",3.874236221,"Dacnis","Thraupidae","Passeriformes","",""
"1879","Dacnis_venusta",0.739475364669378,2,5.424387361,"Tropical",0.5308316204,"Dacnis","Thraupidae","Passeriformes","",""
"1880","Dactylortyx_thoracicus",0.146941578689372,17,18.72759629,"Mixed",2.641672354,"Dactylortyx","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"1881","Damophila_julie",0.311730208929242,3,5.225545371,"Tropical",2.148832987,"Damophila","Trochilidae","Apodiformes","Apodiformes","Trochilidae"
"1882","Daphoenositta_chrysoptera",0.0403226463488506,15,-25.73771521,"Mixed",7.632017416,"Daphoenositta","Neosittidae","Passeriformes","Passeriformes","Neosittidae"
"1883","Daphoenositta_miranda",0.0403226463488506,3,-5.521974617,"Tropical",7.632017416,"Daphoenositta","Neosittidae","Passeriformes","Passeriformes","Neosittidae"
"1884","Daptrius_ater",0.147954073863769,1,-4.008723534,"Tropical",2.62539816,"Daptrius","Falconidae","Falconiformes","Falconiformes","Falconidae"
"1885","Dasyornis_brachypterus",0.0341758495951774,1,-31.85208661,"Temperate",11.58339228,"Dasyornis","Dasyornithidae","Passeriformes","Passeriformes","Dasyornithidae"
"1886","Dasyornis_broadbenti",0.0341758495951774,3,-37.67345512,"Temperate",11.58339228,"Dasyornis","Dasyornithidae","Passeriformes","Passeriformes","Dasyornithidae"
"1887","Deconychura_longicauda",0.135124264657079,7,4.211029922,"Tropical",0.7754352148,"Deconychura","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1888","Delichon_dasypus",0.107845070933065,3,41.02357376,"Mixed",4.379531377,"Delichon","Hirundinidae","Passeriformes","Passeriformes","Hirundinidae"
"1889","Delichon_nipalense",0.107845070933065,2,25.64865493,"Mixed",4.379531377,"Delichon","Hirundinidae","Passeriformes","Passeriformes","Hirundinidae"
"1890","Delichon_urbicum",0.070593597189951,3,41.05990947,"Temperate",7.459582454,"Delichon","Hirundinidae","Passeriformes","Passeriformes","Hirundinidae"
"1891","Delothraupis_castaneoventris",0.214895344907492,2,-13.15899544,"Tropical",3.370293607,"Delothraupis","Thraupidae","Passeriformes","",""
"1892","Deltarhynchus_flammulatus",0.0886119963759258,1,19.57433294,"Mixed",9.191840093,"Deltarhynchus","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"1893","Dendragapus_canadensis",0.125878607507015,6,57.2660495,"Temperate",6.657000896,"Dendragapus","Phasianidae","Galliformes","Galliformes","Phasianidae"
"1894","Dendragapus_falcipennis",0.125878607507015,1,52.13781746,"Temperate",6.657000896,"Dendragapus","Phasianidae","Galliformes","Galliformes","Phasianidae"
"1895","Dendragapus_obscurus",0.206048302716366,8,52.11588827,"Temperate",2.793858165,"Dendragapus","Phasianidae","Galliformes","Galliformes","Phasianidae"
"1896","Dendrexetastes_rufigula",0.102612372106096,4,-5.912904858,"Tropical",8.150821815,"Dendrexetastes","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1897","Dendrocincla_anabatina",0.195358825704321,2,12.90745309,"Tropical",3.121424685,"Dendrocincla","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1898","Dendrocincla_fuliginosa",0.195358825704321,12,-5.821809828,"Mixed",3.121424685,"Dendrocincla","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1899","Dendrocincla_homochroa",0.140525482040055,4,12.2727236,"Tropical",4.072558677,"Dendrocincla","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1900","Dendrocincla_merula",0.0737626570452855,7,-2.962080001,"Tropical",9.850635156,"Dendrocincla","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1901","Dendrocincla_tyrannina",0.153212617800981,2,-0.459656552,"Tropical",2.894019656,"Dendrocincla","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1902","Dendrocolaptes_certhia",0.163516513015669,15,-4.008582957,"Tropical",3.643779899,"Dendrocolaptes","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1903","Dendrocolaptes_hoffmannsi",0.167627453644185,1,-8.57445278,"Tropical",3.343819146,"Dendrocolaptes","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1904","Dendrocolaptes_picumnus",0.274881586325616,12,6.710545099,"Mixed",1.310250305,"Dendrocolaptes","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1905","Dendrocolaptes_platyrostris",0.274881586325616,2,-17.00926194,"Mixed",1.310250305,"Dendrocolaptes","Furnariidae","Passeriformes","Passeriformes","Dendrocolaptidae"
"1906","Dendrocopos_assimilis",0.334743930163658,1,28.49967936,"Temperate",0.7784662763,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1907","Dendrocopos_atratus",0.744232608522145,1,20.8527206,"Mixed",0.1980061936,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1908","Dendrocopos_auriceps",0.334743930163658,1,29.88123596,"Temperate",0.7784662763,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1909","Dendrocopos_canicapillus",0.307465542099457,11,27.98861618,"Mixed",2.031373123,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1910","Dendrocopos_cathpharius",0.153529726357315,6,25.83172642,"Mixed",4.656068338,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1911","Dendrocopos_darjellensis",0.243867529081992,1,26.90220962,"Mixed",1.631290006,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1912","Dendrocopos_dorae",0.243867529081992,1,20.32524852,"Mixed",1.631290006,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1913","Dendrocopos_himalayensis",0.288153637523529,2,32.32099262,"Temperate",1.411302338,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1914","Dendrocopos_hyperythrus",0.144634489229184,4,36.41717036,"Mixed",4.327932333,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1915","Dendrocopos_kizuki",0.119463966721658,4,42.97960704,"Temperate",5.933040896,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1916","Dendrocopos_leucopterus",0.126413154848044,1,42.51655006,"Temperate",7.36200316,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1917","Dendrocopos_leucotos",0.347783156304673,11,52.16493802,"Mixed",1.803519878,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1918","Dendrocopos_macei",0.271866334443565,5,18.80758773,"Mixed",1.784106427,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1919","Dendrocopos_maculatus",0.223542572270524,7,11.86457585,"Tropical",2.433445052,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1920","Dendrocopos_mahrattensis",0.136791994468763,2,22.55717584,"Mixed",5.607603402,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1921","Dendrocopos_major",0.744232608522145,20,51.96742498,"Mixed",0.1980061936,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1922","Dendrocopos_medius",0.136791994468763,4,47.64484281,"Temperate",5.607603402,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1923","Dendrocopos_minor",0.288153637523529,12,54.60462473,"Temperate",1.411302338,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1924","Dendrocopos_moluccensis",0.307465542099457,2,-0.274775031,"Tropical",2.031373123,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1925","Dendrocopos_nanus",0.461809374237665,3,20.85131933,"Mixed",0.6525130979,"Dendrocopos","Picidae","Piciformes","",""
"1926","Dendrocopos_syriacus",0.600782913006711,3,42.36388912,"Temperate",0.8396638185,"Dendrocopos","Picidae","Piciformes","Piciformes","Picidae"
"1927","Dendrocygna_arborea",0.108759507426726,1,21.23080439,"Mixed",2.875782443,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1928","Dendrocygna_arcuata",0.0644603417826116,3,-14.26065171,"Mixed",7.726461792,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1929","Dendrocygna_autumnalis",0.108759507426726,1,7.393596931,"Mixed",2.875782443,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1930","Dendrocygna_bicolor",0.149134326313421,1,4.561470139,"Mixed",4.738568798,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1931","Dendrocygna_eytoni",0.115311526019949,1,-23.42277394,"Mixed",6.351580902,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1932","Dendrocygna_guttata",0.149134326313421,1,-3.446259242,"Tropical",4.738568798,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1933","Dendrocygna_javanica",0.0658317953201317,1,22.32063821,"Mixed",7.08008941,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1934","Dendrocygna_viduata",0.0909691385012705,1,-7.096725299,"Mixed",6.795249779,"Dendrocygna","Anatidae","Anseriformes","Anseriformes","Anatidae"
"1935","Dendroica_adelaidae",0.345650851203408,3,18.22588236,"Tropical",2.312239694,"Dendroica","Parulidae","Passeriformes","",""
"1936","Dendroica_caerulescens",0.222842633748813,2,45.88735304,"Temperate",4.174602782,"Dendroica","Parulidae","Passeriformes","",""
