"","sp","DR","ssp","lat","region","age","genus","Family","Order","eltonO","eltonF"
"4058","Nectarinia_venusta",-2.02582317071162,5,-1.207588305,"Tropical",4.137465938,"Nectarinia","Nectariniidae","Passeriformes","Passeriformes","Nectariniidae"
"4059","Nectarinia_veroxii",-1.74333117758744,3,-19.35759443,"Mixed",10.7440239,"Nectarinia","Nectariniidae","Passeriformes","Passeriformes","Nectariniidae"
"4060","Nectarinia_verticalis",-1.81492100002328,4,1.663032641,"Tropical",7.835597846,"Nectarinia","Nectariniidae","Passeriformes","Passeriformes","Nectariniidae"
"4061","Nectarinia_violacea",-1.8203015305658,1,-33.48993047,"Temperate",0.00685584931,"Nectarinia","Nectariniidae","Passeriformes","Passeriformes","Nectariniidae"
"4062","Nectarinia_zeylonica",-1.86170558675566,2,18.56794196,"Mixed",1.029419491,"Nectarinia","Nectariniidae","Passeriformes","Passeriformes","Nectariniidae"
"4063","Nemosia_pileata",-1.99112604213547,6,-9.23793791,"Mixed",3.314076084,"Nemosia","Thraupidae","Passeriformes","",""
"4064","Neochelidon_tibialis",-1.99735241951514,3,-9.690790043,"Mixed",4.689291568,"Neochelidon","Hirundinidae","Passeriformes","Passeriformes","Hirundinidae"
"4065","Neochen_jubata",-1.06031095710067,1,-5.563865484,"Mixed",1.173790373,"Neochen","Anatidae","Anseriformes","Anseriformes","Anatidae"
"4066","Neochmia_modesta",-1.79661144815349,1,-25.33149449,"Mixed",6.224238788,"Neochmia","Estrildidae","Passeriformes","",""
"4067","Neochmia_phaeton",-1.74292351380651,4,-15.77162172,"Tropical",3.867557312,"Neochmia","Estrildidae","Passeriformes","",""
"4068","Neochmia_ruficauda",-1.87580348042166,2,-19.61688694,"Mixed",6.803858444,"Neochmia","Estrildidae","Passeriformes","",""
"4069","Neochmia_temporalis",-1.80092478889916,3,-29.51786115,"Mixed",3.867557312,"Neochmia","Estrildidae","Passeriformes","",""
"4070","Neocichla_gutturalis",-2.60468085787286,2,-9.516218169,"Tropical",10.27909198,"Neocichla","Sturnidae","Passeriformes","Passeriformes","Sturnidae"
"4071","Neocossyphus_poensis",-2.6443394463399,5,0.801359249,"Tropical",12.31977539,"Neocossyphus","Turdidae","Passeriformes","Passeriformes","Turdidae"
"4072","Neocossyphus_rufus",-2.36329821071909,2,-0.024420394,"Tropical",5.354310342,"Neocossyphus","Turdidae","Passeriformes","Passeriformes","Turdidae"
"4073","Neocrex_erythrops",-2.22815431432471,2,-6.396706286,"Mixed",3.700996481,"Neocrex","Rallidae","Gruiformes","Gruiformes","Rallidae"
"4074","Neoctantes_niger",-2.5669842047928,1,-2.828211608,"Tropical",16.83651601,"Neoctantes","Thamnophilidae","Passeriformes","Passeriformes","Thamnophilidae"
"4075","Neodrepanis_coruscans",-2.79843476885477,1,-18.62820968,"Mixed",2.139380867,"Neodrepanis","Philepittidae","Passeriformes","Passeriformes","Philepittidae"
"4076","Neodrepanis_hypoxantha",-2.79843476885477,1,-18.4056121,"Tropical",2.139380867,"Neodrepanis","Philepittidae","Passeriformes","Passeriformes","Philepittidae"
"4077","Neolalage_banksiana",-1.42275260737468,1,-15.81173646,"Tropical",4.188539024,"Neolalage","Monarchidae","Passeriformes","Passeriformes","Monarchidae"
"4078","Neolestes_torquatus",-3.18665866068819,1,-7.700804123,"Tropical",22.50440038,"Neolestes","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"4079","Neomixis_flavoviridis",-2.42596856493138,1,-19.0815565,"Mixed",8.100617728,"Neomixis","Sylviidae","Passeriformes","Passeriformes","Timaliidae"
"4080","Neomixis_striatigula",-2.50447665619013,3,-20.67725283,"Mixed",6.166869063,"Neomixis","Cisticolidae","Passeriformes","Passeriformes","Timaliidae"
"4081","Neomixis_tenella",-2.50447665619013,4,-19.38301503,"Mixed",6.166869063,"Neomixis","Cisticolidae","Passeriformes","Passeriformes","Timaliidae"
"4082","Neomixis_viridis",-2.95778406035107,2,-18.71740415,"Mixed",12.91228666,"Neomixis","Cisticolidae","Passeriformes","Passeriformes","Timaliidae"
"4083","Neomorphus_geoffroyi",-2.74467376604761,5,-4.06310811,"Tropical",8.547143059,"Neomorphus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"4084","Neomorphus_pucheranii",-2.80112481988921,2,-4.065428883,"Tropical",10.25187647,"Neomorphus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"4085","Neomorphus_radiolosus",-2.70476642400187,1,1.644078588,"Tropical",2.417771365,"Neomorphus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"4086","Neomorphus_rufipennis",-2.78470216897827,1,4.879907251,"Tropical",10.25187647,"Neomorphus","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"4087","Neopelma_aurifrons",-1.80029126156018,2,-16.43413205,"Tropical",3.786186338,"Neopelma","Pipridae","Passeriformes","Passeriformes","Pipridae"
"4088","Neopelma_chrysocephalum",-1.65156280797602,15,3.227168725,"Tropical",1.126185323,"Neopelma","Pipridae","Passeriformes","Passeriformes","Pipridae"
"4089","Neopelma_pallescens",-1.63446313746245,1,-12.9848397,"Tropical",0.3917683158,"Neopelma","Pipridae","Passeriformes","Passeriformes","Pipridae"
"4090","Neopelma_sulphureiventer",-1.6780749789336,1,-11.06422002,"Tropical",2.398821326,"Neopelma","Pipridae","Passeriformes","Passeriformes","Pipridae"
"4091","Neophema_chrysogaster",-1.59151764327413,15,-42.80647685,"Temperate",4.419359546,"Neophema","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4092","Neophema_chrysostoma",-2.68623561589992,15,-32.67455406,"Temperate",7.124160731,"Neophema","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4093","Neophema_elegans",-1.85257104652679,1,-31.99171317,"Mixed",0.2727636021,"Neophema","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4094","Neophema_petrophila",-2.03032241646319,1,-33.42627192,"Temperate",4.328917039,"Neophema","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4095","Neophema_splendida",-2.02286090285915,1,-30.19620926,"Temperate",0.2727636021,"Neophema","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4096","Neophron_percnopterus",-3.4134005460718,2,27.1486046,"Mixed",26.46816578,"Neophron","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"4097","Neopipo_cinnamomea",-3.27013028317614,2,-3.134901114,"Tropical",21.06513212,"Neopipo","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4098","Neopsephotus_bourkii",-3.28212705564766,1,-26.90580326,"Mixed",13.2465221,"Neopsephotus","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4099","Neopsittacus_musschenbroekii",-2.17234379458178,2,-5.393798988,"Tropical",2.992133479,"Neopsittacus","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4100","Neopsittacus_pullicauda",-2.17234379458178,3,-4.990468168,"Tropical",2.992133479,"Neopsittacus","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4101","Neothraupis_fasciata",-1.80401658897537,1,-16.0455182,"Mixed",3.258348464,"Neothraupis","Thraupidae","Passeriformes","",""
"4102","Neotis_denhami",-2.77867509885575,3,2.802374699,"Mixed",9.582633423,"Neotis","Otididae","Otidiformes","Otidiformes","Otididae"
"4103","Neotis_heuglinii",-2.61455543990944,1,6.215098497,"Tropical",7.250088183,"Neotis","Otididae","Otidiformes","Otidiformes","Otididae"
"4104","Neotis_ludwigii",-2.70323542984077,1,-27.03381294,"Mixed",7.250088183,"Neotis","Otididae","Otidiformes","Otidiformes","Otididae"
"4105","Neotis_nuba",-3.35609955405522,1,17.40538555,"Mixed",14.69077892,"Neotis","Otididae","Otidiformes","Otidiformes","Otididae"
"4106","Neoxolmis_rufiventris",-1.46940060421989,1,-48.48388646,"Temperate",3.164991402,"Neoxolmis","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4107","Nephelornis_oneilli",-1.71354190987724,1,-8.969039392,"Tropical",2.859080404,"Nephelornis","Thraupidae","Passeriformes","",""
"4108","Nesasio_solomonensis",-1.97074066404968,1,-6.744333657,"Tropical",0.7698261452,"Nesasio","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4109","Nesillas_brevicaudata",-1.9298501097913,1,-11.66121713,"Tropical",2.643148337,"Nesillas","Acrocephalidae","Passeriformes","Passeriformes","Sylviidae"
"4110","Nesillas_typica",-1.9592946378804,4,-18.75924315,"Mixed",0.07673557918,"Nesillas","Acrocephalidae","Passeriformes","Passeriformes","Sylviidae"
"4111","Nesocharis_ansorgei",-0.997389073056461,1,-1.626796068,"Tropical",1.197878092,"Nesocharis","Estrildidae","Passeriformes","",""
"4112","Nesocharis_capistrata",-1.59146227758395,1,6.706427026,"Tropical",7.184970718,"Nesocharis","Estrildidae","Passeriformes","",""
"4113","Nesocharis_shelleyi",-1.73304549667632,2,5.991240675,"Tropical",3.189674893,"Nesocharis","Estrildidae","Passeriformes","",""
"4114","Nesoclopeus_woodfordi",-2.16562769789142,3,-7.882420152,"Tropical",24.17218709,"Nesoclopeus","Rallidae","Gruiformes","Gruiformes","Rallidae"
"4115","Nesoctites_micromegas",-2.97155784587397,2,18.90998233,"Tropical",14.75998176,"Nesoctites","Picidae","Piciformes","Piciformes","Picidae"
"4116","Nesopsar_nigerrimus",-2.15004245374307,1,18.16185162,"Tropical",7.72509992,"Nesopsar","Icteridae","Passeriformes","",""
"4117","Nesospingus_speculiferus",-2.09006202056211,1,18.22753799,"Tropical",7.815603815,"Nesospingus","Nesospingidae","Passeriformes","",""
"4118","Nestor_meridionalis",-3.38229040942602,2,-41.88143746,"Temperate",1.890651498,"Nestor","Strigopidae","Psittaciformes","Psittaciformes","Psittacidae"
"4119","Nestor_notabilis",-3.38229040942602,1,-43.37236106,"Temperate",1.890651498,"Nestor","Strigopidae","Psittaciformes","Psittaciformes","Psittacidae"
"4120","Netta_erythrophthalma",-0.856092391609346,2,-12.62506971,"Mixed",0.1773987939,"Netta","Anatidae","Anseriformes","Anseriformes","Anatidae"
"4121","Netta_peposaca",-1.01484191302252,1,-37.92846659,"Mixed",0.1773987939,"Netta","Anatidae","Anseriformes","Anseriformes","Anatidae"
"4122","Netta_rufina",-1.07252076197532,1,44.97324211,"Temperate",2.377149615,"Netta","Anatidae","Anseriformes","Anseriformes","Anatidae"
"4123","Nettapus_auritus",-1.99585346457387,1,-0.02775653,"Mixed",0.06389326992,"Nettapus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"4124","Nettapus_coromandelianus",-2.22947640885175,2,20.59498081,"Mixed",0.06389326992,"Nettapus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"4125","Nettapus_pulchellus",-2.15103053948565,1,-18.02414283,"Mixed",5.57715507,"Nettapus","Anatidae","Anseriformes","Anseriformes","Anatidae"
"4126","Newtonia_amphichroa",-1.9412373728149,1,-18.82569584,"Mixed",0.4958698876,"Newtonia","Vangidae","Passeriformes","Passeriformes","Vangidae"
"4127","Newtonia_archboldi",-1.94127302391378,1,-23.65009869,"Mixed",3.483077189,"Newtonia","Vangidae","Passeriformes","Passeriformes","Vangidae"
"4128","Newtonia_brunneicauda",-1.99242644377654,2,-19.46706329,"Mixed",0.4958698876,"Newtonia","Vangidae","Passeriformes","Passeriformes","Vangidae"
"4129","Newtonia_fanovanae",-1.98189355610266,1,-19.20311785,"Mixed",14.22337658,"Newtonia","Vangidae","Passeriformes","Passeriformes","Vangidae"
"4130","Nicator_chloris",-2.97998285322056,1,0.979571242,"Tropical",16.64251499,"Nicator","Nicatoridae","Passeriformes","Passeriformes","Pycnonotidae"
"4131","Nicator_gularis",-2.96122550694805,1,-15.29126488,"Mixed",26.40921403,"Nicator","Nicatoridae","Passeriformes","Passeriformes","Pycnonotidae"
"4132","Nicator_vireo",-2.99281305160925,1,-1.024866595,"Tropical",16.64251499,"Nicator","Nicatoridae","Passeriformes","Passeriformes","Pycnonotidae"
"4133","Nigrita_bicolor",-1.48269404215076,2,1.529351416,"Tropical",3.095755445,"Nigrita","Estrildidae","Passeriformes","",""
"4134","Nigrita_luteifrons",-1.3353095146935,2,0.15813883,"Tropical",0.1763664634,"Nigrita","Estrildidae","Passeriformes","",""
"4135","Niltava_grandis",-2.36062511446275,4,18.60265332,"Mixed",9.256841592,"Niltava","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"4136","Niltava_macgrigoriae",-2.25275241974267,2,23.07195116,"Mixed",2.538893619,"Niltava","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"4137","Niltava_sundara",-2.32852358805154,3,28.41082091,"Mixed",6.515996931,"Niltava","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"4138","Niltava_vivida",-2.27475871294727,2,25.93094104,"Mixed",10.02203599,"Niltava","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"4139","Ninox_connivens",-1.8080261511443,4,-23.3414394,"Mixed",6.512565991,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4140","Ninox_jacquinoti",-2.03182327282592,7,-8.067949385,"Tropical",0.4958044655,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4141","Ninox_novaeseelandiae",-1.08947155952722,4,-26.19553127,"Mixed",1.259122513,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4142","Ninox_odiosa",-1.66202944666711,1,-5.568941282,"Tropical",0.4958044655,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4143","Ninox_philippensis",-2.31173206515384,7,11.87305556,"Tropical",5.871926169,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4144","Ninox_rufa",-1.93568014705177,4,-6.713585863,"Tropical",3.749946199,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4145","Ninox_scutulata",-2.7443858747189,11,28.03872654,"Mixed",1.070071661,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4146","Ninox_squamipila",-1.03414248343221,5,-1.864594682,"Tropical",0.05909710569,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4147","Ninox_strenua",-1.9862556935078,1,-32.3294584,"Mixed",6.70880496,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4148","Ninox_superciliaris",-1.91447853694041,1,-19.40876867,"Mixed",3.004872051,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4149","Ninox_theomacha",-1.86569873510591,4,-4.904966073,"Tropical",0.8575063396,"Ninox","Strigidae","Strigiformes","Strigiformes","Strigidae"
"4150","Nipponia_nippon",-3.20242514632333,1,32.4569364,"Temperate",25.38252077,"Nipponia","Threskiornithidae","Pelecaniformes","Pelecaniformes","Threskiornithidae"
"4151","Nonnula_amaurocephala",-2.36762770746665,1,-2.733118779,"Tropical",14.87972755,"Nonnula","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4152","Nonnula_frontalis",-2.39658240567073,1,8.54792489,"Tropical",7.019620314,"Nonnula","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4153","Nonnula_rubecula",-2.4028365412472,5,-7.559443704,"Mixed",10.7272428,"Nonnula","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4154","Nonnula_ruficapilla",-2.43207746275399,5,-8.564527911,"Tropical",7.019620314,"Nonnula","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4155","Nonnula_sclateri",-2.34332743845218,1,-8.136895428,"Tropical",4.951650454,"Nonnula","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4156","Northiella_haematogaster",-2.99380203236024,4,-30.60287516,"Temperate",9.946945496,"Northiella","Psittacidae","Psittaciformes","Psittaciformes","Psittacidae"
"4157","Notharchus_macrorhynchos",-2.36250977426079,5,2.858942099,"Tropical",3.531553104,"Notharchus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4158","Notharchus_ordii",-2.38791496117011,1,0.041140458,"Tropical",7.357740256,"Notharchus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4159","Notharchus_pectoralis",-2.33168292712763,1,4.798036666,"Tropical",3.531553104,"Notharchus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4160","Notharchus_tectus",-2.35904850332629,3,2.064776039,"Tropical",7.357740256,"Notharchus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4161","Nothocercus_bonapartei",-3.38653204512624,5,7.338283414,"Tropical",11.38424538,"Nothocercus","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"4162","Nothocrax_urumutum",-2.12869116236097,1,-2.842939619,"Tropical",3.777068982,"Nothocrax","Cracidae","Galliformes","Galliformes","Cracidae"
"4163","Nothoprocta_cinerascens",-3.01582718511472,2,-29.3198165,"Mixed",16.01723683,"Nothoprocta","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"4164","Nothoprocta_curvirostris",-2.83908807231478,2,-2.28393203,"Tropical",34.80263147,"Nothoprocta","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"4165","Nothoprocta_ornata",-2.8646862615163,3,-18.83311578,"Mixed",16.01723683,"Nothoprocta","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"4166","Nothoprocta_pentlandii",-2.82913672777212,7,-22.43445476,"Mixed",21.84672709,"Nothoprocta","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"4167","Nothoprocta_perdicaria",-2.97332580187573,2,-35.42856495,"Temperate",34.80263147,"Nothoprocta","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"4168","Nothura_boraquira",-3.03831734784747,1,-12.50345383,"Tropical",2.214825414,"Nothura","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"4169","Nothura_darwinii",-2.94322147307095,5,-31.27473899,"Mixed",7.359455439,"Nothura","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"4170","Nothura_maculosa",-3.02465516279226,8,-26.48709294,"Mixed",7.359455439,"Nothura","Tinamidae","Struthioniformes","Tinamiformes","Tinamidae"
"4171","Nothura_minor",-3.05962273571066,1,-18.85830727,"Mixed",10.24075864,"Nothura","Tinamidae","Tinamiformes","Tinamiformes","Tinamidae"
"4172","Notiochelidon_flavipes",-2.10719257719775,1,-3.978030573,"Tropical",6.480624787,"Notiochelidon","Hirundinidae","Passeriformes","Passeriformes","Hirundinidae"
"4173","Notiochelidon_murina",-1.7402885303378,3,5.32477613,"Tropical",2.067470697,"Notiochelidon","Hirundinidae","Passeriformes","Passeriformes","Hirundinidae"
"4174","Notiochelidon_pileata",-1.99735241951514,1,15.48429374,"Tropical",4.689291568,"Notiochelidon","Hirundinidae","Passeriformes","Passeriformes","Hirundinidae"
"4175","Numenius_americanus",-2.62063833602375,2,44.15835257,"Temperate",9.345058255,"Numenius","Scolopacidae","Charadriiformes","Charadriiformes","Scolopacidae"
"4176","Numenius_arquata",-1.56427705456734,2,54.89966839,"Temperate",0.5045156969,"Numenius","Scolopacidae","Charadriiformes","Charadriiformes","Scolopacidae"
"4177","Numenius_madagascariensis",-2.19862693230044,1,50.4200988,"Temperate",6.378400062,"Numenius","Scolopacidae","Charadriiformes","Charadriiformes","Scolopacidae"
"4178","Numenius_minutus",-1.5608288567945,1,67.88881259,"Temperate",0.5045156969,"Numenius","Scolopacidae","Charadriiformes","Charadriiformes","Scolopacidae"
"4179","Numenius_phaeopus",-2.52120789832305,4,64.05103891,"Temperate",6.7260186,"Numenius","Scolopacidae","Charadriiformes","Charadriiformes","Scolopacidae"
"4180","Numenius_tahitiensis",-2.55290536800487,1,63.56735633,"Temperate",6.7260186,"Numenius","Scolopacidae","Charadriiformes","Charadriiformes","Scolopacidae"
"4181","Nyctanassa_violacea",-3.27464880466767,6,22.71815933,"Mixed",30.79428416,"Nyctanassa","Ardeidae","Pelecaniformes","Pelecaniformes","Ardeidae"
"4182","Nyctibius_aethereus",-3.82547146039345,3,-6.573964071,"Mixed",32.5705536,"Nyctibius","Nyctibiidae","Caprimulgiformes","Caprimulgiformes","Nyctibiidae"
"4183","Nyctibius_bracteatus",-4.21248327206551,1,-3.772656542,"Tropical",46.31624457,"Nyctibius","Nyctibiidae","Caprimulgiformes","Caprimulgiformes","Nyctibiidae"
"4184","Nyctibius_grandis",-3.76767267287858,1,-4.44199208,"Mixed",29.93449846,"Nyctibius","Nyctibiidae","Caprimulgiformes","Caprimulgiformes","Nyctibiidae"
"4185","Nyctibius_griseus",-3.29221285832214,2,-9.166469513,"Mixed",16.43043248,"Nyctibius","Nyctibiidae","Caprimulgiformes","Caprimulgiformes","Nyctibiidae"
"4186","Nyctibius_jamaicensis",-3.29221285832214,5,17.70359921,"Mixed",16.43043248,"Nyctibius","Nyctibiidae","Caprimulgiformes","Caprimulgiformes","Nyctibiidae"
"4187","Nyctibius_leucopterus",-3.44578486777874,5,-1.429402211,"Tropical",16.95338502,"Nyctibius","Nyctibiidae","Caprimulgiformes","Caprimulgiformes","Nyctibiidae"
"4188","Nyctibius_maculosus",-3.44578486777874,1,-0.655772514,"Tropical",16.95338502,"Nyctibius","Nyctibiidae","Caprimulgiformes","Caprimulgiformes","Nyctibiidae"
"4189","Nycticorax_caledonicus",-3.06015539615807,5,-20.36768522,"Mixed",15.33203987,"Nycticorax","Ardeidae","Pelecaniformes","Pelecaniformes","Ardeidae"
"4190","Nycticorax_nycticorax",-3.06015539615807,4,18.38163642,"Mixed",15.33203987,"Nycticorax","Ardeidae","Pelecaniformes","Pelecaniformes","Ardeidae"
"4191","Nyctidromus_albicollis",-2.55293658455305,7,-5.713059818,"Mixed",7.017615261,"Nyctidromus","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"4192","Nyctiphrynus_mcleodii",-2.70894923521438,2,23.14981608,"Mixed",9.258534863,"Nyctiphrynus","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"4193","Nyctiphrynus_ocellatus",-2.42987167751952,3,-12.98904805,"Mixed",8.031321653,"Nyctiphrynus","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"4194","Nyctiphrynus_yucatanicus",-2.43386400237726,1,19.19481688,"Tropical",8.031321653,"Nyctiphrynus","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"4195","Nyctiprogne_leucopyga",-2.66360385205856,6,-5.333046199,"Tropical",12.42899167,"Nyctiprogne","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"4196","Nyctyornis_amictus",-3.46774711568042,1,1.976526088,"Tropical",6.252847898,"Nyctyornis","Meropidae","Coraciiformes","Coraciiformes","Meropidae"
"4197","Nyctyornis_athertoni",-3.46774711568042,2,19.94478148,"Mixed",6.252847898,"Nyctyornis","Meropidae","Coraciiformes","Coraciiformes","Meropidae"
"4198","Nystalus_chacuru",-2.38203071822296,2,-16.62128011,"Mixed",17.77665463,"Nystalus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4199","Nystalus_maculatus",-2.49539117312065,4,-17.42524066,"Mixed",5.197229023,"Nystalus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4200","Nystalus_radiatus",-2.34389888450604,1,4.798602383,"Tropical",5.197229023,"Nystalus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4201","Nystalus_striolatus",-2.31342557976322,2,-9.881015303,"Tropical",10.68054844,"Nystalus","Bucconidae","Piciformes","Piciformes","Bucconidae"
"4202","Ochthoeca_cinnamomeiventris",-1.55676543852858,4,-0.275547058,"Tropical",0.2201735025,"Ochthoeca","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4203","Ochthoeca_frontalis",-1.49956304581317,5,-6.648762714,"Tropical",0.2201735025,"Ochthoeca","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4204","Ochthoeca_fumicolor",-1.71915762256747,5,-3.125097422,"Tropical",0.8080334214,"Ochthoeca","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4205","Ochthoeca_leucophrys",-1.46421008996086,6,-18.62917291,"Mixed",1.112302955,"Ochthoeca","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4206","Ochthoeca_oenanthoides",-1.58550164473988,2,-17.78730887,"Mixed",4.47682286,"Ochthoeca","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4207","Ochthoeca_rufipectoralis",-1.67493222216304,7,-4.982313188,"Tropical",3.483124177,"Ochthoeca","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4208","Ochthornis_littoralis",-2.62244452064726,1,-3.776925637,"Tropical",13.24414459,"Ochthornis","Tyrannidae","Passeriformes","Passeriformes","Tyrannidae"
"4209","Ocreatus_underwoodii",-2.37157700658844,8,-2.656264478,"Tropical",7.393528337,"Ocreatus","Trochilidae","Apodiformes","Apodiformes","Trochilidae"
"4210","Oculocincta_squamifrons",-1.29489471709983,1,2.345703624,"Tropical",4.35810613,"Oculocincta","Zosteropidae","Passeriformes","Passeriformes","Zosteropidae"
"4211","Ocyalus_latirostris",-1.08791680597991,1,-4.846373225,"Tropical",2.040200628,"Ocyalus","Icteridae","Passeriformes","",""
"4212","Ocyceros_birostris",-2.71474814711219,1,21.40548458,"Mixed",3.968261445,"Ocyceros","Bucerotidae","Bucerotiformes","Bucerotiformes","Bucerotidae"
"4213","Ocyceros_gingalensis",-2.7050722964951,1,7.597472444,"Tropical",1.69286145,"Ocyceros","Bucerotidae","Bucerotiformes","Bucerotiformes","Bucerotidae"
"4214","Ocyceros_griseus",-2.68940015392084,1,14.59802362,"Tropical",1.69286145,"Ocyceros","Bucerotidae","Bucerotiformes","Bucerotiformes","Bucerotidae"
"4215","Odontophorus_balliviani",-1.72290378765765,1,-14.60240174,"Tropical",1.896384377,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4216","Odontophorus_capueira",-1.65362623905429,2,-22.87778145,"Mixed",0.03535358066,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4217","Odontophorus_columbianus",-1.66795038512479,1,10.36660723,"Tropical",2.929700608,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4218","Odontophorus_erythrops",-1.66962333575209,2,3.740651783,"Tropical",0.0413114582,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4219","Odontophorus_gujanensis",-1.60096148896267,8,4.656152069,"Tropical",0.0413114582,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4220","Odontophorus_guttatus",-1.62638027692413,1,13.0981645,"Tropical",1.896384377,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4221","Odontophorus_hyperythrus",-1.69858686714585,1,29.85915699,"Temperate",6.749150875,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4222","Odontophorus_leucolaemus",-1.63028421921734,1,9.532850405,"Tropical",3.813058484,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4223","Odontophorus_melanonotus",-1.69180170489023,2,0.319016074,"Tropical",2.134013528,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4224","Odontophorus_melanotis",-1.65270807249838,2,12.49071609,"Tropical",2.063318231,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4225","Odontophorus_speciosus",-1.61595940107839,3,-10.94681894,"Tropical",0.2427692494,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4226","Odontophorus_stellatus",-1.69500624283039,1,-8.308866348,"Tropical",2.929700608,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
"4227","Odontophorus_strophium",-1.66546746719196,1,6.263596213,"Tropical",0.2427692494,"Odontophorus","Odontophoridae","Galliformes","Galliformes","Odontophoridae"
