"","sp","DR","ssp","lat","region","age","genus","Family","Order","eltonO","eltonF"
"1321","Chloroceryle_aenea",-2.64014584153108,2,5.983813311,"Mixed",7.474657692,"Chloroceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1322","Chloroceryle_amazona",-2.98004183824079,2,1.548802735,"Mixed",9.531967676,"Chloroceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1323","Chloroceryle_americana",-2.38491852701243,10,-7.541871421,"Mixed",3.274653477,"Chloroceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1324","Chloroceryle_inda",-2.34672313714986,2,3.061931349,"Mixed",3.274653477,"Chloroceryle","Alcedinidae","Coraciiformes","Coraciiformes","Alcedinidae"
"1325","Chlorocharis_emiliae",-0.636570551613218,4,2.083892508,"Tropical",1.513106614,"Chlorocharis","Zosteropidae","Passeriformes","Passeriformes","Zosteropidae"
"1326","Chlorochrysa_nitidissima",-1.59337921562492,1,4.450205274,"Tropical",1.254332219,"Chlorochrysa","Thraupidae","Passeriformes","",""
"1327","Chlorochrysa_phoenicotis",-2.03521294528776,1,1.548358898,"Tropical",3.468638939,"Chlorochrysa","Thraupidae","Passeriformes","",""
"1328","Chlorocichla_falkensteini",-2.00568225849721,2,-1.880233313,"Tropical",0.03620944875,"Chlorocichla","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1329","Chlorocichla_flavicollis",-2.18636425052196,5,-0.534499747,"Tropical",3.161635628,"Chlorocichla","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1330","Chlorocichla_flaviventris",-2.33904031880354,3,-13.8578091,"Mixed",14.13316886,"Chlorocichla","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1331","Chlorocichla_laetissima",-2.07775958508445,2,-0.692621482,"Tropical",9.501343356,"Chlorocichla","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1332","Chlorocichla_simplex",-2.00510918834506,1,1.609341492,"Tropical",0.03620944875,"Chlorocichla","Pycnonotidae","Passeriformes","Passeriformes","Pycnonotidae"
"1333","Chloropeta_gracilirostris",-2.32775860216421,2,-1.730355968,"Tropical",4.555955463,"Chloropeta","Sylviidae","Passeriformes","Passeriformes","Sylviidae"
"1334","Chloropeta_natalensis",-1.83326163724889,4,-8.735162788,"Mixed",5.734319785,"Chloropeta","Sylviidae","Passeriformes","Passeriformes","Sylviidae"
"1335","Chloropeta_similis",-1.8421880375087,1,-3.23584638,"Tropical",5.734319785,"Chloropeta","Sylviidae","Passeriformes","Passeriformes","Sylviidae"
"1336","Chlorophanes_spiza",-2.0629880301645,7,-3.775817181,"Mixed",2.952173391,"Chlorophanes","Thraupidae","Passeriformes","",""
"1337","Chlorophonia_callophrys",-1.73185700375326,3,10.11243473,"Tropical",0.987022982,"Chlorophonia","Fringillidae","Passeriformes","",""
"1338","Chlorophonia_cyanea",-1.60777639395537,7,-13.47455381,"Mixed",0.987022982,"Chlorophonia","Fringillidae","Passeriformes","",""
"1339","Chlorophonia_flavirostris",-1.46521821522336,1,1.947965716,"Tropical",0.687009211,"Chlorophonia","Fringillidae","Passeriformes","",""
"1340","Chlorophonia_occipitalis",-1.50221034752983,1,14.91279073,"Tropical",1.220726733,"Chlorophonia","Fringillidae","Passeriformes","",""
"1341","Chlorophonia_pyrrhophrys",-1.7424415931517,1,-0.066839361,"Tropical",0.687009211,"Chlorophonia","Fringillidae","Passeriformes","",""
"1342","Chloropsis_aurifrons",-2.65470043510517,7,19.88925623,"Mixed",0.2513548428,"Chloropsis","Chloropseidae","Passeriformes","Passeriformes","Chloropseidae"
"1343","Chloropsis_cochinchinensis",-2.67753225780869,10,9.947955467,"Mixed",1.493109738,"Chloropsis","Chloropseidae","Passeriformes","Passeriformes","Chloropseidae"
"1344","Chloropsis_cyanopogon",-2.62119717617115,2,1.181208936,"Tropical",9.100096966,"Chloropsis","Chloropseidae","Passeriformes","Passeriformes","Chloropseidae"
"1345","Chloropsis_flavipennis",-2.59426582514863,1,8.420631498,"Tropical",0.2513548428,"Chloropsis","Chloropseidae","Passeriformes","Passeriformes","Chloropseidae"
"1346","Chloropsis_hardwickii",-2.61505704878621,4,23.38576065,"Mixed",8.955035378,"Chloropsis","Chloropseidae","Passeriformes","Passeriformes","Chloropseidae"
"1347","Chloropsis_palawanensis",-2.54742023053972,1,9.942483741,"Tropical",9.100096966,"Chloropsis","Chloropseidae","Passeriformes","Passeriformes","Chloropseidae"
"1348","Chloropsis_sonnerati",-2.56986489969295,3,0.881736813,"Tropical",1.493109738,"Chloropsis","Chloropseidae","Passeriformes","Passeriformes","Chloropseidae"
"1349","Chlorornis_riefferii",-1.94403721737579,5,-5.027079056,"Tropical",6.299096785,"Chlorornis","Thraupidae","Passeriformes","",""
"1350","Chlorospingus_canigularis",-2.17551553585335,5,3.826804337,"Tropical",7.710671424,"Chlorospingus","Passerellidae","Passeriformes","",""
"1351","Chlorospingus_flavigularis",-2.03125095685189,3,2.015292526,"Tropical",10.11776422,"Chlorospingus","Passerellidae","Passeriformes","",""
"1352","Chlorospingus_flavovirens",-1.34853854731722,1,1.916234838,"Tropical",0.1042890314,"Chlorospingus","Passerellidae","Passeriformes","",""
"1353","Chlorospingus_inornatus",-1.44722102682515,1,7.616234828,"Tropical",2.813492382,"Chlorospingus","Passerellidae","Passeriformes","",""
"1354","Chlorospingus_ophthalmicus",-1.76373189373956,27,8.690430716,"Mixed",4.804002566,"Chlorospingus","Passerellidae","Passeriformes","",""
"1355","Chlorospingus_parvirostris",-2.02870354641043,3,-6.207289201,"Tropical",9.09357456,"Chlorospingus","Passerellidae","Passeriformes","",""
"1356","Chlorospingus_pileatus",-1.90668799281639,2,9.370169542,"Tropical",5.696850237,"Chlorospingus","Passerellidae","Passeriformes","",""
"1357","Chlorospingus_semifuscus",-1.31391816371357,2,2.268904085,"Tropical",0.1042890314,"Chlorospingus","Passerellidae","Passeriformes","",""
"1358","Chlorospingus_tacarcunae",-1.45915713256941,1,8.989950717,"Tropical",2.813492382,"Chlorospingus","Passerellidae","Passeriformes","",""
"1359","Chlorostilbon_assimilis",-0.838151943227104,1,8.433150977,"Tropical",3.471588093,"Chlorostilbon","Trochilidae","Apodiformes","",""
"1360","Chlorostilbon_canivetii",-0.876433573016574,4,16.14448579,"Mixed",0.69039024,"Chlorostilbon","Trochilidae","Caprimulgiformes","",""
"1361","Chlorostilbon_maugaeus",-0.800961571010602,1,18.22753799,"Tropical",0.9795635069,"Chlorostilbon","Trochilidae","Apodiformes","Apodiformes","Trochilidae"
"1362","Chlorostilbon_mellisugus",-0.906121743090918,9,-3.063271875,"Tropical",2.405408725,"Chlorostilbon","Trochilidae","Caprimulgiformes","Apodiformes","Trochilidae"
"1363","Chlorostilbon_ricordii",-0.859234254054577,1,22.74909516,"Mixed",0.3328164222,"Chlorostilbon","Trochilidae","Apodiformes","Apodiformes","Trochilidae"
"1364","Chlorostilbon_swainsonii",-0.761883609293783,1,18.91059858,"Tropical",1.840714425,"Chlorostilbon","Trochilidae","Caprimulgiformes","Apodiformes","Trochilidae"
"1365","Chlorothraupis_carmioli",-1.63535757088539,4,-0.153210796,"Tropical",4.698811437,"Chlorothraupis","Cardinalidae","Passeriformes","",""
"1366","Chlorothraupis_olivacea",-1.6119650405486,1,5.075063554,"Tropical",4.698811437,"Chlorothraupis","Cardinalidae","Passeriformes","",""
"1367","Chlorothraupis_stolzmanni",-2.01478375743649,2,1.440677083,"Tropical",3.1958918,"Chlorothraupis","Cardinalidae","Passeriformes","",""
"1368","Chondestes_grammacus",-1.03400440057124,2,35.89486725,"Mixed",2.596329148,"Chondestes","Passerellidae","Passeriformes","",""
"1369","Chondrohierax_uncinatus",-2.61451143161128,3,6.917087501,"Mixed",1.817118429,"Chondrohierax","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1370","Chordeiles_acutipennis",-2.42813429301929,7,17.82899743,"Mixed",7.564173448,"Chordeiles","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"1371","Chordeiles_gundlachii",-2.45669592869595,2,20.56699422,"Mixed",18.27889899,"Chordeiles","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"1372","Chordeiles_minor",-2.82347097138619,8,32.85863705,"Mixed",16.74499044,"Chordeiles","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"1373","Chordeiles_pusillus",-2.94496585773938,6,-4.379712219,"Tropical",18.27889899,"Chordeiles","Caprimulgidae","Caprimulgiformes","Caprimulgiformes","Caprimulgidae"
"1374","Chrysococcyx_basalis",-2.01013687205005,1,-25.73225942,"Mixed",0.2602768416,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1375","Chrysococcyx_caprius",-2.41487761345459,1,-2.178383022,"Mixed",1.699966376,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1376","Chrysococcyx_cupreus",-2.57323355726419,3,-1.608749324,"Mixed",5.247494661,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1377","Chrysococcyx_flavigularis",-2.59081722133438,1,0.910321218,"Tropical",5.247494661,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1378","Chrysococcyx_klaas",-2.42219441131291,1,-1.160300678,"Mixed",1.699966376,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1379","Chrysococcyx_lucidus",-2.03742166599044,3,-24.79124858,"Mixed",0.2602768416,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1380","Chrysococcyx_maculatus",-2.81144015073549,1,25.21124828,"Mixed",4.403110474,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1381","Chrysococcyx_meyeri",-2.22857125700648,1,-4.882491358,"Tropical",0.9122241903,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1382","Chrysococcyx_minutillus",-2.25049259453332,10,-18.25675899,"Mixed",7.447744707,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1383","Chrysococcyx_osculans",-2.8784294828881,1,-25.39167813,"Mixed",11.06893039,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1384","Chrysococcyx_ruficollis",-2.38525066897494,1,-5.477780914,"Tropical",3.073854469,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1385","Chrysococcyx_russatus",-2.53867799536395,1,-8.031087404,"Mixed",4.403110474,"Chrysococcyx","Cuculidae","Cuculiformes","",""
"1386","Chrysococcyx_xanthorhynchus",-2.8596093278937,2,16.99283071,"Mixed",10.85763727,"Chrysococcyx","Cuculidae","Cuculiformes","Cuculiformes","Cuculidae"
"1387","Chrysocolaptes_festivus",-1.77559046700415,2,19.25025625,"Mixed",1.790397348,"Chrysocolaptes","Picidae","Piciformes","Piciformes","Picidae"
"1388","Chrysocolaptes_lucidus",-1.77559046700415,14,16.75731341,"Mixed",1.790397348,"Chrysocolaptes","Picidae","Piciformes","Piciformes","Picidae"
"1389","Chrysolampis_mosquitus",-2.49919730735692,1,-6.057959917,"Tropical",9.062228404,"Chrysolampis","Trochilidae","Apodiformes","Apodiformes","Trochilidae"
"1390","Chrysolophus_amherstiae",-1.64401637882635,1,27.20169826,"Temperate",1.824367255,"Chrysolophus","Phasianidae","Galliformes","Galliformes","Phasianidae"
"1391","Chrysomma_sinense",-1.70045347604065,4,22.43784205,"Mixed",1.309855024,"Chrysomma","Sylviidae","Passeriformes","Passeriformes","Timaliidae"
"1392","Chrysothlypis_chrysomelas",-1.82496207882902,2,8.903155819,"Tropical",0.0908488847,"Chrysothlypis","Thraupidae","Passeriformes","",""
"1393","Chrysothlypis_salmoni",-1.82496207882902,1,4.525915817,"Tropical",0.0908488847,"Chrysothlypis","Thraupidae","Passeriformes","",""
"1394","Chrysuronia_oenone",-1.01303596922305,3,-4.421970104,"Tropical",2.451502299,"Chrysuronia","Trochilidae","Caprimulgiformes","Apodiformes","Trochilidae"
"1395","Chthonicola_sagittatus",-2.66060958274321,1,-30.64717867,"Mixed",12.620868,"Chthonicola","Pardalotidae","Passeriformes","Passeriformes","Acanthizidae"
"1396","Chunga_burmeisteri",-3.95355907323569,1,-25.3834202,"Mixed",0.377507356,"Chunga","Cariamidae","Cariamiformes","Cariamiformes","Cariamidae"
"1397","Cichladusa_arquata",-2.06839948457414,1,-11.37838906,"Mixed",5.210488235,"Cichladusa","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1398","Cichladusa_guttata",-2.07034603104276,3,1.627340738,"Tropical",2.398753081,"Cichladusa","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1399","Cichladusa_ruficauda",-1.97271575696156,1,-7.943732828,"Tropical",2.398753081,"Cichladusa","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1400","Cichlopsis_leucogenys",-2.48190516474175,4,-7.365531611,"Tropical",7.080149408,"Cichlopsis","Turdidae","Passeriformes","Passeriformes","Turdidae"
"1401","Ciconia_abdimii",-2.93483013821667,1,12.48100129,"Tropical",9.101218069,"Ciconia","Ciconiidae","Ciconiiformes","Ciconiiformes","Ciconiidae"
"1402","Ciconia_boyciana",-2.45257366485219,1,47.77041906,"Temperate",3.867259066,"Ciconia","Ciconiidae","Ciconiiformes","Ciconiiformes","Ciconiidae"
"1403","Ciconia_ciconia",-2.45257366485219,2,10.87593641,"Mixed",3.867259066,"Ciconia","Ciconiidae","Ciconiiformes","Ciconiiformes","Ciconiidae"
"1404","Ciconia_episcopus",-2.44917459755662,3,2.428688024,"Mixed",5.127185735,"Ciconia","Ciconiidae","Ciconiiformes","Ciconiiformes","Ciconiidae"
"1405","Ciconia_maguari",-2.98410736650713,3,-18.71421541,"Mixed",17.16110017,"Ciconia","Ciconiidae","Ciconiiformes","Ciconiiformes","Ciconiidae"
"1406","Ciconia_nigra",-3.23686713239337,1,16.55314561,"Mixed",24.04745465,"Ciconia","Ciconiidae","Ciconiiformes","Ciconiiformes","Ciconiidae"
"1407","Cinclidium_frontale",-2.60136766223907,2,22.23731152,"Mixed",11.05191255,"Cinclidium","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1408","Cinclidium_leucurum",-2.37212000195346,3,23.64091871,"Mixed",4.875394826,"Cinclidium","Muscicapidae","Passeriformes","Passeriformes","Muscicapidae"
"1409","Cinclocerthia_gutturalis",-1.07320491412423,2,14.38388939,"Tropical",0.6233908317,"Cinclocerthia","Mimidae","Passeriformes","Passeriformes","Mimidae"
"1410","Cinclocerthia_ruficauda",-1.07320491412423,4,15.10456131,"Tropical",0.6233908317,"Cinclocerthia","Mimidae","Passeriformes","Passeriformes","Mimidae"
"1411","Cinclodes_antarcticus",-0.281498723371295,2,-53.35759393,"Temperate",0.4197801138,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1412","Cinclodes_atacamensis",-0.795039547914266,2,-21.0512466,"Mixed",2.030686077,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1413","Cinclodes_comechingonus",-0.134676697145386,1,-31.66117138,"Temperate",0.8045446306,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1414","Cinclodes_excelsior",-1.1181949774156,3,0.173677397,"Tropical",2.29908548,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1415","Cinclodes_fuscus",-0.281498723371295,11,-40.45645881,"Temperate",0.4197801138,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1416","Cinclodes_nigrofumosus",-0.0150272482687641,1,-29.71038743,"Mixed",0.3542315287,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1417","Cinclodes_olrogi",0.165727190559108,1,-32.04612277,"Temperate",0.3115454704,"Cinclodes","Furnariidae","Passeriformes","",""
"1418","Cinclodes_oustaleti",0.174162565437852,3,-40.66342167,"Mixed",0.6895157956,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1419","Cinclodes_pabsti",-1.79480821704961,1,-28.48169302,"Temperate",7.024534009,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1420","Cinclodes_palliatus",-0.784547241580476,4,-11.4577202,"Tropical",1.00441787,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1421","Cinclodes_patagonicus",-0.597624320976919,2,-44.19903707,"Temperate",2.361558779,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1422","Cinclodes_taczanowskii",-0.0120006875831925,1,-13.41833672,"Tropical",0.3542315287,"Cinclodes","Furnariidae","Passeriformes","Passeriformes","Furnariidae"
"1423","Cincloramphus_cruralis",-1.88461333240523,1,-29.46563629,"Mixed",6.520956194,"Cincloramphus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"1424","Cincloramphus_mathewsi",-1.88461333240523,1,-25.81240783,"Mixed",6.520956194,"Cincloramphus","Locustellidae","Passeriformes","Passeriformes","Sylviidae"
"1425","Cinclosoma_castaneothorax",-2.40718394038179,2,-26.28558052,"Mixed",3.407837681,"Cinclosoma","Cinclosomatidae","Passeriformes","Passeriformes","Cinclosomatidae"
"1426","Cinclosoma_cinnamomeum",-2.43109401107699,2,-27.60620693,"Mixed",0.9346285354,"Cinclosoma","Cinclosomatidae","Passeriformes","Passeriformes","Cinclosomatidae"
"1427","Cinclosoma_punctatum",-2.35086974082735,2,-33.46715754,"Mixed",0.9346285354,"Cinclosoma","Cinclosomatidae","Passeriformes","Passeriformes","Cinclosomatidae"
"1428","Cinclus_cinclus",-2.31762798923923,13,46.93477005,"Temperate",5.324501853,"Cinclus","Cinclidae","Passeriformes","Passeriformes","Cinclidae"
"1429","Cinclus_leucocephalus",-2.45384057351107,3,-6.044363644,"Tropical",5.304774615,"Cinclus","Cinclidae","Passeriformes","Passeriformes","Cinclidae"
"1430","Cinclus_mexicanus",-2.72292764798827,4,52.34645344,"Mixed",11.49715779,"Cinclus","Cinclidae","Passeriformes","Passeriformes","Cinclidae"
"1431","Cinclus_pallasii",-2.3164528515584,4,40.54677519,"Mixed",5.324501853,"Cinclus","Cinclidae","Passeriformes","Passeriformes","Cinclidae"
"1432","Cinclus_schulzi",-2.50721940261991,1,-24.15309723,"Mixed",5.304774615,"Cinclus","Cinclidae","Passeriformes","Passeriformes","Cinclidae"
"1433","Cinnycerthia_peruana",-1.97851423093632,6,-9.159780479,"Tropical",7.358755184,"Cinnycerthia","Troglodytidae","Passeriformes","Passeriformes","Troglodytidae"
"1434","Cinnycerthia_unirufa",-1.96576806082328,3,2.41488507,"Tropical",12.47626708,"Cinnycerthia","Troglodytidae","Passeriformes","Passeriformes","Troglodytidae"
"1435","Cinnyricinclus_leucogaster",-2.7444974278548,3,-1.770218064,"Mixed",12.41966135,"Cinnyricinclus","Sturnidae","Passeriformes","Passeriformes","Sturnidae"
"1436","Cinnyricinclus_sharpii",-2.23516718443718,1,0.320839284,"Tropical",8.318299047,"Cinnyricinclus","Sturnidae","Passeriformes","Passeriformes","Sturnidae"
"1437","Circaetus_cinereus",-2.24751931403632,1,-3.627841133,"Mixed",6.458530072,"Circaetus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1438","Circaetus_fasciolatus",-2.36639692142869,1,-10.34917742,"Mixed",4.838017234,"Circaetus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1439","Circaetus_gallicus",-2.23533429162279,2,34.60501585,"Mixed",5.768239137,"Circaetus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1440","Circaetus_pectoralis",-2.552833511232,1,-9.368373858,"Mixed",10.19459554,"Circaetus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1441","Circus_aeruginosus",-1.34780818874501,2,45.17804292,"Temperate",0.5815865778,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1442","Circus_approximans",-1.84702605394227,1,-33.81696159,"Mixed",0.02217923117,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1443","Circus_assimilis",-1.76013827000639,1,-24.99716181,"Mixed",7.624792258,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1444","Circus_buffoni",-2.0172249060073,1,-16.44916869,"Mixed",7.104186316,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1445","Circus_cinereus",-1.44127177364908,1,-33.64938165,"Mixed",1.503988722,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1446","Circus_cyaneus",-1.49875074704042,2,51.06009155,"Temperate",0.02217923117,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1447","Circus_macrourus",-1.89900656392444,1,51.02441477,"Temperate",4.861489714,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1448","Circus_maillardi",-1.86899329901987,2,-21.09705282,"Tropical",8.697129043,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1449","Circus_maurus",-1.97423209375298,1,-29.7069588,"Mixed",0.3082802415,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1450","Circus_melanoleucos",-1.92560245639876,1,48.43960928,"Temperate",0.1000951705,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1451","Circus_pygargus",-1.84166299976265,1,50.48868639,"Temperate",0.5823880284,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1452","Circus_ranivorus",-1.34982489007714,1,-14.74590013,"Mixed",0.3082802415,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1453","Circus_spilonotus",-1.73965613029292,2,25.17527685,"Mixed",4.861489714,"Circus","Accipitridae","Accipitriformes","Accipitriformes","Accipitridae"
"1454","Cisticola_aberdare",-1.5442211109201,8,-0.437102158,"Tropical",4.18450678,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1455","Cisticola_aberrans",-1.77898397174462,6,-10.34525963,"Mixed",7.558311481,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1456","Cisticola_anonymus",-1.49599696821482,1,-0.342909706,"Tropical",1.279131434,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1457","Cisticola_aridulus",-1.4684678064716,9,-11.38426034,"Mixed",0.244901094,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1458","Cisticola_ayresii",-1.5878490964679,6,-14.03988553,"Mixed",5.904562391,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1459","Cisticola_bodessa",-1.52026257242879,2,6.176101438,"Tropical",3.636215911,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1460","Cisticola_brachypterus",-1.34906141615903,9,-0.798409991,"Mixed",4.228065408,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1461","Cisticola_brunnescens",-1.52494681837384,9,-9.58065987,"Mixed",4.213490339,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1462","Cisticola_bulliens",-1.52809462638755,2,-10.39786588,"Tropical",5.904562391,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1463","Cisticola_cantans",-1.38231672812554,6,5.319746505,"Tropical",4.554200086,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1464","Cisticola_carruthersi",-1.60273428028979,1,-0.29281705,"Tropical",0.6692150388,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1465","Cisticola_chiniana",-1.58766884054347,17,-11.49587032,"Mixed",2.351102417,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1466","Cisticola_chubbi",-1.65183275397417,3,-1.165605733,"Tropical",5.258274178,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1467","Cisticola_cinereolus",-1.40867882011574,2,2.834328963,"Tropical",3.155104427,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1468","Cisticola_dambo",-1.49859333090878,2,-9.439540141,"Tropical",0.1008210598,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1469","Cisticola_erythrops",-1.54349597071273,5,-2.194245506,"Mixed",7.145045778,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1470","Cisticola_exilis",-1.49871394559471,12,-1.019502662,"Mixed",3.636215911,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1471","Cisticola_eximius",-1.49082952847204,3,8.724736647,"Tropical",2.66042759,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1472","Cisticola_galactotes",-1.41542645312333,11,-0.218053565,"Mixed",4.228065408,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1473","Cisticola_haesitatus",-1.46921407529753,1,12.49578245,"Tropical",2.351102417,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1474","Cisticola_hunteri",-1.62937514589659,1,-0.93471308,"Tropical",3.205452523,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1475","Cisticola_juncidis",-1.32048666473228,17,19.62258069,"Mixed",2.867300992,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1476","Cisticola_lais",-1.40967091756445,7,-20.56116245,"Mixed",3.155104427,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1477","Cisticola_lateralis",-1.621261222611,3,1.598358377,"Tropical",0.7587124503,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1478","Cisticola_melanurus",-1.40877007348433,1,-8.787127178,"Tropical",6.031386559,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1479","Cisticola_nanus",-1.61633096425652,1,-0.12545175,"Tropical",1.063431438,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1480","Cisticola_natalensis",-1.56878578957597,7,-2.890217068,"Mixed",0.244901094,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1481","Cisticola_nigriloris",-1.53274342113588,1,-8.678275188,"Tropical",3.195936632,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1482","Cisticola_njombe",-1.59353216527134,2,-8.633768764,"Tropical",2.065635364,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1483","Cisticola_pipiens",-1.57195738911715,3,-12.05247478,"Tropical",5.407015669,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1484","Cisticola_restrictus",-1.36244176490756,1,-1.992792612,"Tropical",2.841141794,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1485","Cisticola_robustus",-1.50764231404819,5,-4.141104281,"Tropical",1.063431438,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1486","Cisticola_ruficeps",-1.51986007630263,3,10.17372892,"Tropical",5.258274178,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1487","Cisticola_rufilatus",-1.33605851868853,3,-16.63873213,"Mixed",2.841141794,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
"1488","Cisticola_rufus",-1.48169210752897,1,10.46641687,"Tropical",0.7011031538,"Cisticola","Cisticolidae","Passeriformes","Passeriformes","Cisticolidae"
